Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage
SE 1st Circle Mandi,Internal,EE (D) 1st Circle Mandi EE SNR Divn. CHD Supdt Works,Naresh Raj Chandel,23-May-2019 01:00 PM,finsummary_29753.pdf (5307.58 KB),23-May-2019,"INR 3,050,171.19",90.0,Naresh Raj Chandel,23-May-2019 01:04 PM,AOC.pdf (4672.00 KB),AOC issued after negotiation,PWD,2018_PWD_21052_1,PW-SNR-CB-E-Te/GR/18-734-40 dt 13-4-18,Annual surfacing on Sundernagar Circular road Maloh to Kateru road and Bhawana Maloh road,Er D R Chauhan,Internal,Er D R Chauhan Chairman Er N R Chandel Member Sh Sushil Kumar Member Sh. Dinesh Sen Member Smt Girja Sharma Member,Devi Ram Chauhan,24-May-2018 02:30 PM,24-May-2018 03:15 PM,techsummary_29753.pdf (189.68 KB),1.0,84650.0,S.A ASSOCIATE,INR,"2,944,729",Finance,fbos,Naresh Raj Chandel,11-Oct-2018 01:12 PM,finance_29753.pdf,BOQ Comparative Chart,Technical,Bid Opening summary,Devi Ram Chauhan,24-May-2018 02:23 PM,technical_29753.pdf,1.0,84653.0,"Prem Lal, govt. Contractor",20-May-2018 11:59 AM,Rejected-AOC,being L-2,23-May-2019 01:04 PM,AOC,PWD,PW-SNR-CB-E-Te/GR/18-734-40 dt 13-4-18,2018_PWD_21052_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,05-May-2018 04:00 PM,21-May-2018 11:30 AM,05-May-2018 05:00 PM,21-May-2018 09:30 AM,05-May-2018 05:00 PM ,19-May-2018 05:00 PM ,05-May-2018 05:00 PM,21-May-2018 09:30 AM,24-May-2018 03:15 PM,Annual surfacing on Sundernagar Circular road Maloh to Kateru road and Bhawana Maloh road,SH Providing and laying 25mm thick bituminous concrete including profile correction in Sundernagar Circular road in km 0/00 to 1/00 Maloh Kateru in km 2/0 to 3/0 Bhawana Maloh road in km 7/0 to 8/0,As per tender documents ,NA ,"23,13,593",Civil Works,NA ,Tender,120.0,90.0,Sunder Nagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,"42,500",No,fixed,,E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,500.0,E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,No,E.E. Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,84650.0,S.A ASSOCIATE,20-May-2018 11:11 AM,Accepted-AOC,Being L-1,23-May-2019 01:04 PM,AOC,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
