Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EXECUTIVE ENGINEER,"Executive Engineer, Sarkaghat Division, HP PWD Sarkaghat","Periodic maintenance on Pounta to Sulpur (Bag Pounta, Bahi road via Kharsal School) Km. 0/0 to 4/0",SH- Providing and laying 25mm thick bituminous concrete including profile correction in Km. 1/0 to 2/700) for the year 2018-19 DRRP No. HP0807VR0083 under PMGSY.,Please refer Tender documents. ,NA ,"13,84,034",Civil Works - Roads,NA ,Tender,120.0,30.0,SARKAGHAT,175024.0,SARKAGHAT ,"Executive Engineer, Sarkaghat Division, HP PWD Sarkaghat ",28-Aug-2018 11:50 AM ,SARKAGHAT,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,PWD,PW-SKT-CB-Tender/2018-6691-93 dt. 07.08.2018,2018_PWD_23134_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,28-Aug-2018 11:50 AM,04-Sep-2018 11:30 AM,28-Aug-2018 11:50 AM,04-Sep-2018 11:00 AM,28-Aug-2018 11:50 AM ,04-Sep-2018 11:00 AM ,28-Aug-2018 11:50 AM,04-Sep-2018 11:00 AM,07-Sep-2018 10:00 AM,1.0,DD - Demand Draft,"27,700",No,fixed,,EE SARKAGHAT,SARKAGHAT,500.0,EE SARKAGHAT,SARKAGHAT,No,AOC,1.0,93384.0,Dinesh,04-Sep-2018 06:34 AM,Rejected-Finance,L2,25-May-2019 11:30 AM,Technical,All documents are found correct by both bidders in Technical opening.,Mahesh Rana,06-Sep-2018 06:19 PM,technical_32407.pdf,Finance,OK,Mahesh Rana,07-Sep-2018 04:38 PM,None,BOQ Comparative Chart,1.0,93376.0,Smt. Meera Devi,INR,"1,926,058",Executive Engineer,Internal,"AE Sarkaghat, HDM, Supdt. Gr.-II, Divisional Accountant",Mahesh Rana,06-Sep-2018 06:24 PM,07-Sep-2018 10:00 AM,techsummary_32407.pdf (195.15 KB),PWD,2018_PWD_23134_1,PW-SKT-CB-Tender/2018-6691-93 dt. 07.08.2018,"Periodic maintenance on Pounta to Sulpur (Bag Pounta, Bahi road via Kharsal School) Km. 0/0 to 4/0",25-May-2019,"INR 1,926,058",30.0,Arvind Lakhanpal,25-May-2019 11:40 AM,23134.PDF (1342.00 KB),Executive Engineer,Internal,,Arvind Lakhanpal,25-May-2019 11:30 AM,finsummary_32407.pdf (1342.20 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,AOC,2.0,93376.0,Smt. Meera Devi,04-Sep-2018 09:33 AM,Accepted-AOC,Award Dt. 07.02.2019,25-May-2019 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 27),,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Done certificate (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool and Plant as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
