Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
19-Feb-2018 05:00 PM,28-Feb-2018 11:30 AM,19-Feb-2018 05:00 PM,28-Feb-2018 10:00 AM,NA ,NA ,19-Feb-2018 05:00 PM,28-Feb-2018 10:00 AM,09-Mar-2018 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",1.0,DD - Demand Draft,"37,400",No,fixed,,EE MANDI DIVISION NO 2 HPPWD MANDI,EE MANDI DIVISION NO 2 HPPWD MANDI,C/O Link road from village to Rajgarh via Satoh km 0/0 to 1/300,"F/C in km 0/0 to 0/300, CD km 0/0 to 0/300 and Metalling AND Tarring in km 0/0 to 0/0 to 1/300) under SCSP",Please refer Tender documents. ,NA ,"19,92,199",Civil Works,NA ,Tender,120.0,180.0,EE MANDI DIVISION NO 2 HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO 2 HPPWD MANDI,No ,No,EE MANDI DIVISION NO 2 HPPWD MANDI,EE MANDI DIVISION NO 2 HPPWD MANDI,500.0,EE MANDI DIVISION NO 2 HPPWD MANDI,EE MANDI DIVISION NO 2 HPPWD MANDI,No,PWD,BHIURA TO RAJGARH,2018_PWD_19613_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,77735.0,S.A ASSOCIATE,27-Feb-2018 08:38 PM,Accepted-AOC,1.0,02-May-2019 04:52 PM,Technical,Summary,PRAKASH CHAND,09-Mar-2018 03:36 PM,technical_27466.pdf,Finance,FINANCIALSUMMARY,PRAKASH CHAND,12-Mar-2018 11:15 AM,finance_27466.pdf,BOQ Comparative Chart,ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,PRAKASH CHAND,09-Mar-2018 03:38 PM,09-Mar-2018 04:30 PM,techsummary_27466.pdf (310.10 KB),PWD,2018_PWD_19613_1,BHIURA TO RAJGARH,C/O Link road from village to Rajgarh via Satoh km 0/0 to 1/300,AOC
,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,77821.0,Santosh Kumar,28-Feb-2018 09:22 AM,Rejected-Finance,2.0,02-May-2019 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST/Sales Tax Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
