Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Attached,Dev Raj,21-Feb-2019 07:06 PM,technical_38556.pdf,1.0,113241.0,DEEPAK JOSHI,17-Feb-2019 03:47 PM,Accepted-AOC,l1,30-May-2019 06:52 PM,1.0,113241.0,DEEPAK JOSHI,INR,"9,700,275",Finance,Attached,Vivek Sharma,25-May-2019 03:00 PM,finance_38556.pdf,BOQ Comparative Chart,30-May-2019,"INR 8,788,550",30.0,Vivek Sharma,30-May-2019 06:52 PM,27081F.pdf (814.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,27-May-2019 11:32 AM,finsummary_38556.pdf (614.35 KB),EEHamirpur,Internal,SupdtSrDAOAEtoEEHDM,Dev Raj,21-Feb-2019 08:17 PM,22-Feb-2019 03:00 PM,techsummary_38556.pdf (952.85 KB),PWD,2019_PWD_27081_1,AMP 2019-2020 of PMGSY roads under Nadaun Sub Div,AMP for the year 2019-2020 of PMGSY roads under Nadaun Sub-Division,AOC,1.0,DD - Demand Draft,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,AMP 2019-2020 of PMGSY roads under Nadaun Sub Div,2019_PWD_27081_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,09-Feb-2019 01:05 PM,18-Feb-2019 11:30 AM,09-Feb-2019 01:05 PM,18-Feb-2019 10:30 AM,NA ,NA ,09-Feb-2019 01:05 PM,18-Feb-2019 10:30 AM,22-Feb-2019 03:00 PM,"1,11,000",Yes,fixed,,EE Dodrakawar,Rohru/Dodrakawar,AMP for the year 2019-2020 of PMGSY roads under Nadaun Sub-Division,AMP on Nadaun Sujanpur road Km. 6/0 to 10/0,Please refer Tender documents. ,NA ,"78,39,273",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"2,000",EE Hamirpur,EE Hamirpur,No,AOC
,,,,,2.0,113244.0,Maheshrajan,17-Feb-2019 03:56 PM,Rejected-AOC,l2,30-May-2019 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD and similar work done 40 Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,The bidders are required paver Machine / Mini Hot Plant for execution of work in the radius of 30km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
