Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Executive Engineer HPPWD Division Dharampur Assistant Engineer HPPWD Sub Division Dharampur Divisional Accountant HPPWD Division Dharampur Supdtt GrII HDm HPPWD Division Dharampur,Eshant Thakur,22-Jan-2019 04:19 PM,finance_35449.pdf,BOQ Comparative Chart,1.0,104290.0,anil thakur,INR,"33,515,700",Technical,Executive Engineer HPPWD Division Dharampur Assistant Engineer Sub Division HPPWD Dharampur Supdtt GrII HDM,Eshant Thakur,26-Dec-2018 11:50 AM,technical_35449.pdf,1.0,104290.0,anil thakur,21-Dec-2018 10:24 AM,Accepted-AOC,1st lowest,27-May-2019 01:32 PM,Executive Engineer,Internal,Executive Engineer HPPWD Division Dharamour Assistant Engineer HPPWD Sub Division Dharampur Supdtt GrII HDm HPPWD Division Dharampur,Eshant Thakur,01-Feb-2019 12:49 PM,finsummary_35449.pdf (259.30 KB),27-May-2019,"INR 33,515,700",485.0,Anil Kumar Sharma,27-May-2019 01:32 PM,44.PDF (1043.00 KB),Work awarded to Sh. Anil Kumar amounting To Rs. 33515700/- vide this office letter No. 2626-34 dt. 27.05.2019,PWD,2018_PWD_25333_1,C/o Banal Didnoo road Km 0/0 to 4/210 under NABARD,C/o Banal Didnoo road Km 0/0 to 4/210 Under NABARD,Executive Engineer,Internal,"Executive Engineer, HPPWD Division Dharampur Assistant Engineer HPPWD Sub Division Dharmpur Division Accountant HPPWD Division Dharampur, Supdtt GrII HPPWD Division Dharampur HDM HPPWD Division Dpu",Eshant Thakur,17-Jan-2019 03:11 PM,19-Jan-2019 11:30 AM,techsummary_35449.pdf (487.98 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,Executive Engineer,HPPWD Division Dharampur,C/o Banal Didnoo road Km 0/0 to 4/210 Under NABARD,"ROFD I/c C/o R/Wall, B/Wall CD Works Road Side drain Parapets Sign Board Km Stone GSB WBM GII III CC Pavement Tarring etc",Please refer tender documents  ,NA ,"2,30,82,753",Civil Works - Roads,NA ,Tender,120.0,485.0,Dharampur,175040.0,NA ,NA ,NA ,Dharampur,No ,No,PWD,C/o Banal Didnoo road Km 0/0 to 4/210 under NABARD,2018_PWD_25333_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,13-Dec-2018 03:00 PM,21-Dec-2018 11:30 AM,13-Dec-2018 03:00 PM,21-Dec-2018 11:00 AM,NA ,NA ,13-Dec-2018 03:00 PM,21-Dec-2018 11:00 AM,19-Jan-2019 11:30 AM,1.0,DD - Demand Draft,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"2,63,500",No,fixed,,Executive Engineer,HPPWD Division Dharampur,"5,000",Executive Engineer,HPPWD Division Dharampur,No,AOC
,,,,,,,,,,,,,,,,2.0,104749.0,Pawan Thakur,20-Dec-2018 05:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Dec-2018 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,104609.0,SANJAY KUMAR NIRALA,20-Dec-2018 02:03 PM,Rejected-AOC,2nd lowest,27-May-2019 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor Registration and GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work done certificate and Work in Hand Certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Balance Sheet for the last five years duly approved by C.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Employee Provident Fund(EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
