Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
10-May-2019,"INR 6,835,158",60.0,Pradeep Kumar Bhardwaj,10-May-2019 03:47 PM,AOC26484_7.pdf (1324.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojkumarsupdtGRthakurSrDAO,Pradeep Kumar Bhardwaj,10-May-2019 03:46 PM,finsummary_37616.pdf (1323.53 KB),ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojKumarsupdtGeetaGRThakurSrDAO,Pradeep Kumar Bhardwaj,27-Feb-2019 04:46 PM,28-Feb-2019 11:00 AM,techsummary_37616.pdf (767.75 KB),PWD,2019_PWD_26484_7,SD-I-CTR-2018-26218 dt 22-01-2019,"Annual Surfacing on Shoghi Mehli Junga Sadhupul Road Km. 12/375 to 48/925 (SH Providing and Laying Bituminous Concrete 30 mm thick in Km. 34/350 to 35/00 , 40/00 to 41/00, 42/00 to 43/00, 44/00 to 45/00 and 47/00to 48/925 ) (UNDER AMP-19-20",Technical,Bid opening summary,Pradeep Kumar Bhardwaj,14-Feb-2019 04:15 PM,technical_37616.pdf,1.0,111604.0,Atul Sharma,13-Feb-2019 03:43 PM,Rejected-Finance,3rd Lowest,10-May-2019 03:46 PM,1.0,112360.0,P K Construction Shimla Pvt Ltd,INR,"7,106,385",Finance,Bid opening summary,Rajeev Shaunak,01-Mar-2019 05:39 PM,finance_37616.pdf,BOQ Comparative Chart,AOC,PWD,SD-I-CTR-2018-26218 dt 22-01-2019,2019_PWD_26484_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,"Annual Surfacing on Shoghi Mehli Junga Sadhupul Road Km. 12/375 to 48/925 (SH Providing and Laying Bituminous Concrete 30 mm thick in Km. 34/350 to 35/00 , 40/00 to 41/00, 42/00 to 43/00, 44/00 to 45/00 and 47/00to 48/925 ) (UNDER AMP-19-20","Annual Surfacing on Shoghi Mehli Junga Sadhupul Road Km. 12/375 to 48/925 (SH Providing and Laying Bituminous Concrete 30 mm thick in Km. 34/350 to 35/00 , 40/00 to 41/00, 42/00 to 43/00, 44/00 to 45/00 and 47/00to 48/925 ) (UNDER AMP-19-20",As per SBD ,NA ,"68,35,158",Civil Works,NA ,Tender,120.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,1.0,DD - Demand Draft,"2,000",Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),"1,00,900",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,01-Feb-2019 06:00 PM,14-Feb-2019 11:00 AM,01-Feb-2019 06:00 PM,13-Feb-2019 04:00 PM,NA ,NA ,01-Feb-2019 06:00 PM,13-Feb-2019 04:00 PM,28-Feb-2019 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111668.0,naresh vij govt contractor,12-Feb-2019 07:30 PM,Rejected-Finance,2nd lowest,10-May-2019 03:46 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,112360.0,P K Construction Shimla Pvt Ltd,12-Feb-2019 06:49 PM,Accepted-AOC,awarded,10-May-2019 03:47 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,AOC
