Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,PW-SKT-CB-Tender/2019-16888-90 dt. 11.01.2019,2019_PWD_26310_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,500.0,EE Sarkaghat,Sarkaghat,No,25-Jan-2019 12:10 PM,30-Jan-2019 12:30 PM,25-Jan-2019 12:10 PM,30-Jan-2019 12:10 PM,25-Jan-2019 12:10 PM ,30-Jan-2019 12:10 PM ,25-Jan-2019 12:10 PM,30-Jan-2019 12:10 PM,02-Feb-2019 04:50 PM,1.0,DD - Demand Draft,Construction of Rakhoh to Rasian via Samlait road km. 0/0 to 0/800,(SH- Construction of 4.00 mtr span RCC slab culvert with wing walls at RD 0/700) Deposit works.,Please refer Tender documents. ,NA ,"10,29,578",Civil Works - Roads,NA ,Tender,90.0,180.0,SARKAGHAT,175024.0,NA ,NA ,NA ,SARKAGHAT,No ,No,"20,600",No,fixed,,EE Sarkaghat,Sarkaghat,EXECUTIVE ENGINEER,"B and R Division, HP.PWD., Sarkaghat.",AOC,PWD,2019_PWD_26310_1,PW-SKT-CB-Tender/2019-16888-90 dt. 11.01.2019,Construction of Rakhoh to Rasian via Samlait road km. 0/0 to 0/800,Executive Engineer,Internal,"Executive Engineer-Chairman, Divisional Accountant-Member, Superintendent Gr-II- Member, Divisional Head Draughtsman-Member, Assistant Engineer-Member",Arvind Lakhanpal,02-Feb-2019 04:47 PM,02-Feb-2019 04:50 PM,techsummary_37167.pdf (1496.76 KB),Executive Engineer,Internal,,Arvind Lakhanpal,23-May-2019 04:06 PM,finsummary_37167.pdf (1254.36 KB),25-May-2019,"INR 1,069,115",180.0,Arvind Lakhanpal,25-May-2019 11:23 AM,26310.PDF (1281.00 KB),1.0,109630.0,Rajender Kumar,INR,"1,069,115",Finance,Admitted,Arvind Lakhanpal,02-Feb-2019 05:04 PM,None,BOQ Comparative Chart,1.0,109569.0,Dinesh,30-Jan-2019 10:12 AM,Rejected-Finance,L5,23-May-2019 04:06 PM,Technical,Admitted,Arvind Lakhanpal,30-Jan-2019 02:45 PM,None,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,109817.0,Mr. Sohan Lal,30-Jan-2019 10:49 AM,Rejected-Finance,L6,23-May-2019 04:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109797.0,Pitamber Lal,30-Jan-2019 10:29 AM,Rejected-Finance,L4,23-May-2019 04:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109630.0,Rajender Kumar,30-Jan-2019 10:34 AM,Accepted-AOC,Award dt. 08.03.2019,25-May-2019 11:23 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Done certificate (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,109695.0,Santosh Kumar,29-Jan-2019 08:04 PM,Rejected-Finance,L3,23-May-2019 04:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool and Plant as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,109620.0,surender,29-Jan-2019 05:22 PM,Rejected-Finance,L2,23-May-2019 04:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
