Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Auction Initiated Status :,Reason :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
11-Jul-2023 10:00 AM,17-Aug-2023 12:00 PM,11-Jul-2023 10:00 AM,16-Aug-2023 04:00 PM,NA ,NA ,12-Jul-2023 11:00 AM,16-Aug-2023 04:00 PM,30-Aug-2023 12:00 PM,1.0,ICICI BANK,1.0,Corrigendum No.-IV,Date,,"1,475",Nil,Nil,No,1.0,Fee,.pdf,Proof of Tender Fee,Procurement of 11kV and 22kV DTRs of assorted ratings,Procurement of 11kV and 22kV DTRs of assorted ratings,As per NIT ,EMD for HP based local units registered with HPSEBL is Rs. 1607060 and for others is Rs. 1857060 ,"18,57,06,000",Electrical Work/ Equipment,Distribution Trasnformers ,Tender,120.0,180.0,Field units of HPSEBL,171004.0,NA ,NA ,NA ,"Office of Chief Engineer MM,Vidyut Bhawan,Shimla",No ,No,HPSEBL,CE(MM)-10/2023,2023_HPSEB_76043_1,Yes,Open Tender,Tender cum Auction,Goods,3.0,No,Yes,Online,No,No,No,"18,57,060",Yes,fixed,,Nil,Nil,Chief Engineer (MM),"Office of Chief Engineer (MM) ,Vidyut Bhawan, Shimla- 171004",1.0,360624.0,N R INDUSTRIES,08-Aug-2023 02:41 PM,Accepted-AOC,"Quoted L-I Rates for 11kV-63kVA, 100kVA and 630kVA ratings DTRs",16-Dec-2023,Chief Engineer(MM),Internal,"Sr. Executive Engineer, Junior Engineer",Vimal Kumar,29-Aug-2023 02:41 PM,30-Aug-2023 12:00 PM,techsummary_113805.pdf (156.23 KB),Technical,Technical bid opening Summary,Vimal Kumar,17-Aug-2023 01:27 PM,technical_113805.pdf,Finance,Auto Opened,Vimal Kumar,30-Aug-2023 12:20 PM,,Yes,E-Reverse Auction Proceeding as per NIT.,BOQ Comparative Chart,16-Dec-2023,"INR 211,589,128.74",180.0,Vimal Kumar,16-Dec-2023 01:05 PM,awardsummarydtrs102023.pdf (215.00 KB),"02 Nos. PO Placed on the firm M/s Svasca Industries (India) Ltd, Palwal on dt. 31.10.23 (11kV) and dt 12.12.23 (22kV) and 01 No. PO Placed on the firm M/s NR Industies, Sirmour (11kV) on Dt.31.10.23.",Chief Engineer(MM),Internal,"Sr. Executive Engineer, Assistant Engineer",Vimal Kumar,16-Dec-2023 12:52 PM,finsummary_113805.pdf (214.76 KB),HPSEBL,2023_HPSEB_76043_1,CE(MM)-10/2023,Procurement of 11kV and 22kV DTRs of assorted ratings,1.0,360624.0,N R INDUSTRIES,INR,"16,963,472.84"
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,Proof of EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,365326.0,Nucon Switchgears Private Limited,16-Aug-2023 03:31 PM,Rejected-Finance,Not quoted L-I Rates for all the participated Ratings of DTRs,16-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,361211.0,Svasca Industries (India) Ltd.,INR,"194,625,655.9"
,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,"Renewed BIS Certificate, ISO certificate, GST registration certificate, PAN Card, ITR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,361595.0,RAKSAN TRANSFORMERS PRIVATE LIMITED,21-Jul-2023 08:37 PM,Rejected-Finance,Not quoted L-I Rates for all the participated Ratings of DTRs,16-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,"Purchase order /supply orders Copies, performance certificate and list of past supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,361211.0,Svasca Industries (India) Ltd.,04-Aug-2023 03:40 PM,Accepted-AOC,Quoted L-I Rates for all the Tender Ratings of DTRs,16-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,"GTPs, Drawings, Type test reports of offered material and undertaking of e Reverse Auction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificate of Registration with industry Deptt., Capacity assessment Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,List of Plant and Machinery Testing Equipments used for routine test to be carried out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Arbitration Court cases and Blacklisting Debarred by any Govt. Semi Govt. organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,"Balance sheet of last three years, Last three years turn over duly certified by CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Power of attorney Board of resolution to sign the bid doc and acceptance of terms and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Duly signed tender documents and any other requisite documents required as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.xls,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
