Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
Bus Stands Management and Development Authority||BSMDA Civil Wing ||OSD DM HRTC Shimla,HPBSMDA/EE/(2)2021 Tenders Vol-III,2023_BSMDA_78728_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,HP City Transport and Bus Stand Management And Development Authority Tutikandi Shimla -4,1.0,Fee/PreQual/Technical,.pdf,Cost of tender From,"2,400",HP BSMDA Tutikandi Shimla-4,Shimla,No,12-Sep-2023 06:00 PM,25-Sep-2023 11:30 AM,13-Sep-2023 06:00 PM,25-Sep-2023 10:30 AM,NA ,NA ,13-Sep-2023 06:00 PM,25-Sep-2023 10:30 AM,25-Sep-2023 02:55 PM,"1,31,200",No,fixed,,HP BSMDA Tutikandi Shimla-4,Shimla,1.0,DD - Demand Draft,Special repair to HRTC Workshop at Chambaghat (Solan) Distt- Solan HP,"SH Construction of additional sheds, replacement of damaged C.G.I Sheet roofing and interlocking paver flooring in yard, side drain etc",Please refer Tender Document  ,NA ,"98,66,742",Civil Works,NA ,Tender,75.0,180.0,Solan,173213.0,NA ,NA ,NA ,Shimla,No ,No,Madan Lal Chauhan,Internal,Sunita Devi Shyam Lal Mast Ram Mehta,Madan Lal Chauhan,14-Dec-2023 11:34 AM,finsummary_117416.pdf (131.83 KB),Bus Stands Management and Development Authority||BSMDA Civil Wing ||OSD DM HRTC Shimla,2023_BSMDA_78728_1,HPBSMDA/EE/(2)2021 Tenders Vol-III,Special repair to HRTC Workshop at Chambaghat (Solan) Distt- Solan HP,1.0,373144.0,Nishant Rattan,INR,"8,880,309",14-Dec-2023,"INR 8,888,194.81",180.0,Madan Lal Chauhan,14-Dec-2023 11:39 AM,5.pdf (1136.00 KB),Finance,Financial Opening,Madan Lal Chauhan,26-Sep-2023 11:37 AM,finance_117416.pdf,BOQ Comparative Chart,Technical,Technical Opening,Sunita Devi,25-Sep-2023 02:24 PM,technical_117416.pdf,Madan Lal Chauhan,Internal,Sunita Devi Shyam Lal Mast Ram Mehta,Madan Lal Chauhan,25-Sep-2023 02:52 PM,25-Sep-2023 02:55 PM,techsummary_117416.pdf (452.82 KB),1,373724,Akash Saini,24-Sep-2023 12:23 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,373421,BALRAJ SINGH GOVT CONTRACTOR,22-Sep-2023 01:45 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,373491,BHARAT SINGH CHAUHAN,25-Sep-2023 09:53 AM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,373428,CHANDAN SWAROOP,22-Sep-2023 02:14 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,"GST No. and E.P.F Number, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,373761,DEEPAK SINGH GOVT CONTRACTOR,24-Sep-2023 03:06 PM,Rejected-Technical,Rejected,25-Sep-2023
,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tool and Plant with Ownership Document/Affidavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,373485,HARISH SHARMA,23-Sep-2023 12:11 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted by the bidder is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,373144,Nishant Rattan,24-Sep-2023 09:18 AM,Accepted-AOC,Accepted,14-Dec-2023
,,,,,,,,,,,,,,,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,372950,Pushpender Bhargav,23-Sep-2023 02:07 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,373829,SANDEEP KANT SHARMA,24-Sep-2023 06:32 PM,Rejected-Finance,Rejected,14-Dec-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,373886,Sunil Kumar Sood,24-Sep-2023 11:34 PM,Rejected-Finance,Rejected,14-Dec-2023
