Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
Job 5 Repair and Restoration of Link road Polian Janani km. 0.0 to 6-500 Sub Head P.L Paver block for R.O approach road from Baba Charang Nath Mandir up to the House of Om Parkash,Job 5 Repair and Restoration of Link road Polian Janani km. 0.0 to 6-500 Sub Head P.L Paver block for R.O approach road from Baba Charang Nath Mandir up to the House of Om Parkash,Please refer to Bidding Documents ,NA ,"8,42,375",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,ICICI BANK,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","16,900",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,13-Oct-2023 05:00 PM,23-Oct-2023 11:00 AM,13-Oct-2023 05:00 PM,22-Oct-2023 05:00 PM,NA ,NA ,13-Oct-2023 05:00 PM,22-Oct-2023 05:00 PM,04-Nov-2023 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 5 Repair and Restoration of Link road Polian J,2023_PWD_80093_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Baldev Singh,02-Nov-2023 08:34 AM,04-Nov-2023 10:00 AM,techsummary_119354.pdf (1523.58 KB),PWD,2023_PWD_80093_1,Job 5 Repair and Restoration of Link road Polian J,Job 5 Repair and Restoration of Link road Polian Janani km. 0.0 to 6-500 Sub Head P.L Paver block for R.O approach road from Baba Charang Nath Mandir up to the House of Om Parkash,24-Dec-2023,"INR 842,373",30.0,Arvind Chaudhary,06-Feb-2024 11:54 AM,Awardletter.pdf (1060.00 KB),Awardletter,E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Baldev Singh,01-Dec-2023 11:21 AM,finsummary_119354.pdf (240.88 KB),1,379626,abhishek dhiman,21-Oct-2023 03:17 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,Technical,Bids List,Baldev Singh,30-Oct-2023 05:07 PM,technical_119354.pdf,1.0,379944.0,Atul Shrma,INR,"883,651",Finance,Proceedingregardingopeningoffinancialbids,Baldev Singh,01-Dec-2023 10:40 AM,finance_119354.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,378619,ANKIT SHARMA,21-Oct-2023 05:23 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,379944,Atul Shrma,22-Oct-2023 12:02 PM,Accepted-AOC,ok,07-Feb-2024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and return for the last month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,379985,Balbir Singh Govt Contractor,22-Oct-2023 03:57 PM,Rejected-Finance,Not L-1,01-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and return for the last month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,379599,HARDYAL SINGH GOVT. CONTRACTOR,21-Oct-2023 07:26 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,379383,HARPREET SINGH,22-Oct-2023 04:29 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof. of ownershi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,379975,Mehta Enterprises,22-Oct-2023 03:24 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,379860,M/S Gurunanak Trading Co.,22-Oct-2023 08:42 AM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,379787,Nitish Thakur,21-Oct-2023 09:45 PM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,379914,Rajinder Kumar,22-Oct-2023 08:23 AM,Rejected-Technical,As per Evaluation Bids,02-Nov-2023,,,,,,,,,,,,,,,,
