Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
350.0,Nil,Nil,No,"13,100",No,fixed,,Nil,Nil,Construction of Beehan to Muchkand in Km 0/0 to 2/610,Construction of CCP at RD 0/650 to 0/905),Please refer to tender documents ,NA ,,Civil Works,NA ,Tender,120.0,30.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor Registration(General Rule No.23,",PWD,EE Dehra Letter No. 15934-83 dated 04.03.2021,2021_PWD_45825_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,22-Mar-2021 09:00 AM,31-Mar-2021 11:30 AM,22-Mar-2021 09:00 AM,30-Mar-2021 06:00 PM,NA ,NA ,22-Mar-2021 09:00 AM,30-Mar-2021 06:00 PM,16-Apr-2021 11:30 AM,Executive Engineer,Dehra Division HPPWD Dehra,Er. Ajay Kumar Sharma EE,Internal,"Er. Raghubir Singh AE to EE, Sh. Dilip Jha DAO, Sh. Rajneesh Kumar Supdt, Smt. Sushma Sharma HDM",Ajay Kumar Sharma,13-Apr-2021 08:36 PM,16-Apr-2021 11:30 AM,techsummary_68991.pdf (392.55 KB),PWD,2021_PWD_45825_9,EE Dehra Letter No. 15934-83 dated 04.03.2021,Construction of Beehan to Muchkand in Km 0/0 to 2/610,07-Dec-2023,"INR 673,925",30.0,Arun Vashisht,07-Dec-2023 01:17 PM,34.pdf (783.00 KB),award issued,Er. Ajay Kumar Sharma EE,Internal,"Er. Raghubir Singh AE to EE, Sh. Dilip Jha DAO, Sh. Rajneesh Kumar Supdt, Smt. Sushma Sharma HDM",Ajay Kumar Sharma,06-May-2021 12:32 PM,finsummary_68991.pdf (392.55 KB),1.0,206777.0,Ashok Kumar,INR,"673,985",Finance,Financial bid opened on 16.04.2021,Ajay Kumar Sharma,17-Apr-2021 01:04 PM,finance_68991.pdf,BOQ Comparative Chart,1.0,206154.0,AKSHAY RANA GOVT CONTRACTOR,26-Mar-2021 01:04 PM,Rejected-Finance,Reject,06-May-2021,Technical,Technical bid opened on 31.01.2021,Ajay Kumar Sharma,13-Apr-2021 07:45 PM,technical_68991.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,206777.0,Ashok Kumar,30-Mar-2021 05:28 PM,Accepted-AOC,award issued,07-Dec-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,206110.0,M/S Surjeet Singh Govt. Contractor,29-Mar-2021 08:50 PM,Rejected-Finance,Reject,06-May-2021,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,206127.0,MUKESH KUMAR,28-Mar-2021 02:38 PM,Rejected-Finance,Reject,06-May-2021,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,206054.0,NEERAJ SHARMA GOVT. CONT.,30-Mar-2021 07:47 AM,Rejected-Finance,Reject,06-May-2021,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,206244.0,Sunil Kumar,26-Mar-2021 04:56 PM,Rejected-Technical,Due to registration validity expired,13-Apr-2021,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,206524.0,Suresh Rana,30-Mar-2021 05:10 PM,Rejected-Finance,Reject,06-May-2021,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952(As per General Rule No. 25(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender Form through e-challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
