Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
500.0,Nil,Nil,No,01-Oct-2023 10:00 AM,10-Oct-2023 11:30 AM,01-Oct-2023 10:00 AM,10-Oct-2023 11:00 AM,NA ,NA ,01-Oct-2023 10:00 AM,10-Oct-2023 11:00 AM,17-Oct-2023 12:30 PM,PWD,5291-5340 dated 28.09.2023,2023_PWD_79517_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"47,000",No,fixed,,Nil,Nil,Repair and Restoration of Rain Damages on link road G.T.L.N.S. road km. 0/0 to 28/0,(SH- P/L M/T work at km. 1/500 to 3/000),Please refer Tender documents. ,NA ,"23,47,983",Civil Works - Roads,NA ,Tender,75.0,30.0,Works,176001.0,NA ,NA ,NA ,Kangra,No ,No,Executive Engineer,"Executive Engineer, HPPWD., Division, Kangra",1.0,Fee/PreQual/Technical,.pdf,Receipt of tender cost and earnest money,1.0,377012.0,garg,09-Oct-2023 07:58 PM,Rejected-Finance,Rate quoted higher side of L1,30-Dec-2023,Technical,Summary12345678,Sushil Kumar Dhadwal,17-Oct-2023 12:00 PM,technical_118512.pdf,1.0,376603.0,Pritam Singh Thakur,INR,"2,437,792",Finance,Summary,Sushil Kumar Dhadwal,30-Dec-2023 03:10 PM,,BOQ Comparative Chart,Er. Sushil Kumar Dhadwal,Internal,Summary,Sushil Kumar Dhadwal,17-Oct-2023 12:09 PM,17-Oct-2023 12:30 PM,techsummary_118512.pdf (661.55 KB),PWD,2023_PWD_79517_2,5291-5340 dated 28.09.2023,Repair and Restoration of Rain Damages on link road G.T.L.N.S. road km. 0/0 to 28/0,30-Dec-2023,"INR 2,347,983",30.0,Sushil Kumar Dhadwal,30-Dec-2023 03:17 PM,Award.pdf (1436.00 KB),Award,Er. Sushil Kumar Dhadwal,Internal,A.E. KangraSr.DAO Kangra DHD Kangra Supdt. Gr-II Kangra,Sushil Kumar Dhadwal,30-Dec-2023 03:13 PM,finsummary_118512.pdf (471.87 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,2.0,376820.0,MOHINDER SINGH PATHANIA,09-Oct-2023 03:38 PM,Not Admitted-Fee/PreQual/Technical,Others-Bid not admitted as per his request received,17-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),3.0,376603.0,Pritam Singh Thakur,09-Oct-2023 08:20 PM,Accepted-AOC,Award,30-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Number and EPF Number, GST Registration (Refer General Rule No-21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of equipment to be provided by the contractor at site as per Sr. No. 6.14 refer clause No 10(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HPPWD Form No-8 (Shown in General Rule and Direction 26(26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
