Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of Form,"Construction of Additional Accomodation of Govt. Senior Secondary School Upper Lambagaon in District Kangra, H.P.","Sub Head- C/O 6 Nos. Class Rooms, water supply and sanitary installation",Please refer Tender documents. ,NA ,"1,22,60,568",Civil Works - Buildings,NA ,Tender,75.0,365.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,PWD,jaisinghpur6795-6855,2023_PWD_78963_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Sep-2023 09:00 AM,25-Sep-2023 11:30 AM,18-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,NA ,NA ,18-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,12-Oct-2023 04:00 PM,"5,000",Nil,Nil,No,"2,45,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer,"Executive Engineer, HP PWD Jaisinghpur",1.0,372797.0,abhinav,20-Sep-2023 11:02 AM,Rejected-Finance,Higher bidder,13-Oct-2023,Technical,Attached,Vijay Kumar Verma,12-Oct-2023 02:21 PM,technical_117744.pdf,1.0,373947.0,Anubhav Sharma,INR,"11,468,038",Finance,As per document attached,Vijay Kumar Verma,13-Oct-2023 01:19 PM,finance_117744.pdf,BOQ Comparative Chart,Er. Vijay Kumar Verma,Internal,"Supdt. Gr-II, HDM, Divnl. Accountant",Vijay Kumar Verma,12-Oct-2023 03:16 PM,12-Oct-2023 04:00 PM,techsummary_117744.pdf (832.03 KB),PWD,2023_PWD_78963_1,jaisinghpur6795-6855,"Construction of Additional Accomodation of Govt. Senior Secondary School Upper Lambagaon in District Kangra, H.P.",22-Dec-2023,"INR 11,468,038",365.0,Vijay Kumar Verma,02-Feb-2024 04:44 PM,AnubhaavGSSS.pdf (828.00 KB),Shri Anubhav Sharma R/O Parour,Er. Vijay Kumar Verma,Internal,"Supdt. Gr-II, HDM, Divnl. Accountant",Vijay Kumar Verma,13-Oct-2023 01:23 PM,finsummary_117744.pdf (291.51 KB)
,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,373947.0,Anubhav Sharma,25-Sep-2023 10:51 AM,Accepted-AOC,L1,03-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,372878.0,chander pal rihal,25-Sep-2023 10:56 AM,Rejected-Finance,Higher bidder,13-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372848.0,DINESH THAKUR GOVT. CONTRACTOR,23-Sep-2023 05:04 PM,Rejected-Technical,Not Found responsive,12-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,373141.0,Harbhajan singh,23-Sep-2023 04:18 PM,Rejected-Finance,Higher bidder,13-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,373653.0,Himachal Techno Engineers,23-Sep-2023 04:03 PM,Rejected-Technical,Not Found responsive,12-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work in Hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,373007.0,SANJIV KUMAR,23-Sep-2023 11:29 AM,Rejected-Technical,Not Found responsive,12-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work Done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,373721.0,TANUJ SHARMA,25-Sep-2023 10:46 AM,Rejected-Technical,Not Found responsive,12-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
