Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
590.0,Nil,Nil,No,21-Nov-2023 05:00 PM,30-Nov-2023 01:00 PM,21-Nov-2023 05:00 PM,30-Nov-2023 12:00 PM,21-Nov-2023 05:00 PM ,30-Nov-2023 12:00 PM ,21-Nov-2023 05:00 PM,30-Nov-2023 12:00 PM,30-Nov-2023 02:30 PM,HPSEBLBPHDJ/13/2023-24,Replacement of old rusted damaged roof ceiling with new ceiling asbestos cement sheets over new steel structure in Phase 1 Colony Type II Block No I Two sets under Power House Division HPSEBL Jia,Please refer Tender documents. ,NA ,"72,910",Civil Works,NA ,Tender,180.0,90.0,Baner Power house Division,176059.0,NA ,NA ,NA ,Baner Power house Division,No ,No,"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Palampur||RE Baner, Jia",HPSEBL/BPHDJ/13/2023-24,2023_HPSEB_81562_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"3,000",No,fixed,,Nil,Nil,Resident Engineer,RESIDENT ENGINEER BANER POWER HOUSE DIVISION HPSEBL JIA,1.0,DATE CORRIGENDUM,Date,,1.0,ICICI BANK,11-Dec-2023,"INR 70,621",90.0,Amit Patial,12-Dec-2023 01:20 PM,AOC..pdf (551.00 KB),AOC,Technical,Techno bid opening summary,Amit Patial,30-Nov-2023 02:11 PM,technical_121366.pdf,Finance,Financial bid opening summary,Amit Patial,30-Nov-2023 03:10 PM,finance_121366.pdf,BOQ Comparative Chart,1.0,386077.0,MILAP CHAND KAPOOR,27-Nov-2023 03:21 PM,Rejected-AOC,Document line with NIT,12-Dec-2023,"Er. Amit Patial, R.E.",Internal,"Er Amit Patial, Er. Ashwani Kumar Soni, Er. Achhar Singh, Supdt Sh Rakesh Kumar, Sh Ashwani Kumar JDM.",Amit Patial,30-Nov-2023 02:18 PM,30-Nov-2023 02:30 PM,techsummary_121366.pdf (203.30 KB),"Er. Amit Patial, R.E.",Internal,"Er. Amit Patial (RE). Er. Ashwani Kumar Soni, Er Achhar Singh, Sh Rakesh Kumar Supdt Gd-II, Sh Ashwani Kumar JDM.",Amit Patial,30-Nov-2023 03:40 PM,finsummary_121366.pdf (204.15 KB),1.0,385788.0,SURESH KUMAR,INR,"70,621","HPSEBL||CE(Gen) Sundernagar||SE(Gen) Palampur||RE Baner, Jia",2023_HPSEB_81562_1,HPSEBL/BPHDJ/13/2023-24,HPSEBLBPHDJ/13/2023-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional terms and conditions,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,385788.0,SURESH KUMAR,27-Nov-2023 02:55 PM,Accepted-AOC,Document line with NIT,12-Dec-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,385790.0,VIJAY KAPOOR,27-Nov-2023 02:32 PM,Rejected-AOC,Document line with NIT,12-Dec-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Qualifying Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
