Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
03-Jun-2023 04:00 PM,19-Jun-2023 11:00 AM,03-Jun-2023 04:00 PM,17-Jun-2023 04:00 PM,NA ,NA ,03-Jun-2023 04:00 PM,17-Jun-2023 04:00 PM,19-Jun-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form(as per Schedule F 6.3),"Providing for Art works to various Tunnels in Shimla city (SH Painting Hand painted Art inside the Auckalnd Tunnel, Dhalli Tunnel, Victory Tunnel","Providing for Art works to various Tunnels in Shimla city (SH Painting Hand painted Art inside the Auckalnd Tunnel, Dhalli Tunnel, Victory Tunnel",As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-,No ,No,Executive Engineer Division No-IHPPWD Shimla-,Executive Engineer Division No-IHPPWD Shimla-,500.0,Nil,Nil,No,1.0,ICICI BANK,"49,700",No,fixed,,Nil,Nil,1.0,Date,Date,,PWD,SD-1-CTR-Tender-2023- 3111 dt 01-06-2023,2023_PWD_74351_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,ErParveenverma,Internal,ShYSDMShManojKumarSupdtShAnilkumarantalsrDAO,Parveen Kumar Verma,19-Jun-2023 01:08 PM,19-Jun-2023 02:00 PM,techsummary_111535.pdf (571.53 KB),PWD,2023_PWD_74351_1,SD-1-CTR-Tender-2023- 3111 dt 01-06-2023,"Providing for Art works to various Tunnels in Shimla city (SH Painting Hand painted Art inside the Auckalnd Tunnel, Dhalli Tunnel, Victory Tunnel",05-Dec-2023,"INR 2,480,667",60.0,Bhupender Singh,05-Dec-2023 03:46 PM,AOC74351_1.pdf (1000.00 KB),AOC,ErParveenverma,Internal,ShDCJDMShManojKumarSupdtShAnilkumarantalsrDAO,Parveen Kumar Verma,24-Jun-2023 03:22 PM,finsummary_111535.pdf (1000.03 KB),1.0,353512.0,Artem Affairs,17-Jun-2023 02:16 PM,Accepted-AOC,awarded,05-Dec-2023,Technical,Bid opening summary,Parveen Kumar Verma,19-Jun-2023 01:04 PM,technical_111535.pdf,1.0,353512.0,Artem Affairs,INR,"2,400,045",Finance,Bid opening summary,Parveen Kumar Verma,20-Jun-2023 12:09 PM,finance_111535.pdf,BOQ Comparative Chart
,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,355047.0,High AltitudeConstruction Pvt. Ltd,17-Jun-2023 03:48 PM,Rejected-Finance,2nd Lowest,24-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Vendors/Art Contractor registration (Refer General rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,352464.0,SOUL TERRACOTTA UNIT,13-Jun-2023 05:02 PM,Rejected-Finance,3rd Lowest,24-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
