EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"7,600",No,fixed,,Nil,Nil,Executive Engineer,"Executive Engineer, Sarkaghat Division, HP.PWD., Sarkaghat",350.0,Nil,Nil,No,22-Feb-2023 06:55 PM,28-Feb-2023 11:30 AM,22-Feb-2023 06:55 PM,28-Feb-2023 10:00 AM,22-Feb-2023 06:55 PM ,28-Feb-2023 10:00 AM ,22-Feb-2023 06:55 PM,28-Feb-2023 10:00 AM,07-Mar-2023 11:30 AM,PWD,PW-SKT-CB-Tender/2022-23 15738-40 dt - 08.02.2023,2023_PWD_69494_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Restoration of Rain Damages on Durgapur Kathogan Thona Rissa Road Km. 0/0 to 24/0,SH- Construction of R/wall in 1-5-10 at RD 1/490 to 1/503.70) DC Deposit,Please refer Tender documents. ,NA ,"3,80,279",Civil Works - Roads,NA ,Rate Contract,90.0,30.0,SKT,170524.0,NA ,NA ,NA ,SKT,No ,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,1.0,ICICI BANK,1.0,329590.0,Pawana Devi,INR,"333,124",Finance,BOQ,Chuni Lal Sharma,07-Mar-2023 12:43 PM,,BOQ Comparative Chart,1.0,329761.0,Digvijay Singh Contractor Services,28-Feb-2023 09:55 AM,Rejected-Technical,Not Qualified for opening of financial bid (Part-II of bid),04-Mar-2023,Technical,Admitted,Chuni Lal Sharma,28-Feb-2023 12:36 PM,,"Executive Engineer-Chairman,",Internal,"Assistant Engineer Bhaderwar - Member, Superintendent G-II - Member, Divisional Accountant Officer -Member, Divisional Head Draughtsman-Member,",Chuni Lal Sharma,04-Mar-2023 04:10 PM,07-Mar-2023 11:30 AM,techsummary_104837.pdf (1425.58 KB),PWD,2023_PWD_69494_1,PW-SKT-CB-Tender/2022-23 15738-40 dt - 08.02.2023,Restoration of Rain Damages on Durgapur Kathogan Thona Rissa Road Km. 0/0 to 24/0,13-Dec-2023,"INR 333,124",30.0,Anil Rana,13-Dec-2023 04:28 PM,AOC.pdf (462.00 KB),EE,Internal,EE HDM SUPDT,Anil Rana,13-Dec-2023 04:26 PM,finsummary_104837.pdf (461.67 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,329723.0,MAJDOOR VIKAS SANGH,27-Feb-2023 08:02 PM,Rejected-Finance,2 Lowest,13-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration General Rule,,,,,,,,,,,,,,3.0,329590.0,Pawana Devi,28-Feb-2023 09:14 AM,Accepted-AOC,Lowest,13-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule,,,,,,,,,,,,,,4.0,329726.0,Pawan Thakur,28-Feb-2023 09:51 AM,Rejected-Finance,3 Lowest,13-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand and Work Done certificate General Rule,,,,,,,,,,,,,,5.0,329789.0,Sunil Sharma,28-Feb-2023 09:58 AM,Rejected-Technical,Not Qualified for opening of financial bid (Part-II of bid),04-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool and Plant as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 7/8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
