Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
Metalling Tarring of link road from Banuti to Dhayla from Shimla Mandi Road Km. 0/00 to 1/00,"SH- Providing and laying soling G-I, G-II and G-III, Metalling and Tarring, PCC V-Shape drain etc. and PCC Parapets in Km. 0/00 to 1/00",as per tender document (GCC) ,NA ,"21,96,241",Civil Works - Roads,NA ,Tender,75.0,90.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,18-Jun-2021 06:00 PM,29-Jun-2021 11:00 AM,18-Jun-2021 06:30 PM,28-Jun-2021 06:00 PM,NA ,NA ,18-Jun-2021 06:30 PM,28-Jun-2021 06:00 PM,30-Jul-2021 04:00 PM,PWD,PW-SRDD-CB-CTR-2021-1932 dated 01-06-2021,2021_PWD_48710_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,500.0,Nil,Nil,No,EE Dhami,Shimla Rural Division HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender,"40,500",No,fixed,,Nil,Nil,1.0,219476.0,DEEPESH KUMAR,28-Jun-2021 05:07 PM,Rejected-Technical,Non-responsive,30-Jul-2021,Technical,Bid opening summary,Naveen Singh Kaundal,02-Jul-2021 05:32 PM,technical_73018.pdf,1.0,219193.0,Inderpal Thakur,INR,"3,756,602",Finance,Bid opening summary,Naveen Singh Kaundal,02-Aug-2021 05:07 PM,finance_73018.pdf,BOQ Comparative Chart,PWD,2021_PWD_48710_2,PW-SRDD-CB-CTR-2021-1932 dated 01-06-2021,Metalling Tarring of link road from Banuti to Dhayla from Shimla Mandi Road Km. 0/00 to 1/00,Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,30-Jul-2021 02:54 PM,30-Jul-2021 04:00 PM,techsummary_73018.pdf (543.85 KB),Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,02-Aug-2021 05:53 PM,finsummary_73018.pdf (935.45 KB),12-Dec-2023,"INR 2,196,241",90.0,Naveen Singh Kaundal,12-Dec-2023 01:24 PM,AOCbanuti.pdf (375.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,The Earnest Money,,,,,,,2.0,219193.0,Inderpal Thakur,28-Jun-2021 11:35 AM,Accepted-AOC,AOC,12-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,3.0,219898.0,Jitender Kumar,28-Jun-2021 01:56 PM,Rejected-Technical,Non-responsive,30-Jul-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,4.0,220004.0,Manish Mohan Sharma,28-Jun-2021 05:04 PM,Rejected-Technical,Non-responsive,30-Jul-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand detail,,,,,,,5.0,219676.0,NOKH RAM SHARMA,27-Jun-2021 09:17 PM,Rejected-Technical,Non-responsive,30-Jul-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant",,,,,,,6.0,219930.0,Rajender Thakur,28-Jun-2021 02:49 PM,Rejected-Finance,L2 Bidder,02-Aug-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8,,,,,,,7.0,219307.0,SATISH KUMAR,27-Jun-2021 10:21 PM,Rejected-Technical,Non-responsive,30-Jul-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
