Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
PWD,Annual Maintenance Plan on Nadaun Bangana road,2023_PWD_78639_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Sep-2023 10:30 AM,16-Sep-2023 11:00 AM,11-Sep-2023 10:30 AM,16-Sep-2023 10:30 AM,NA ,NA ,11-Sep-2023 10:30 AM,16-Sep-2023 10:30 AM,04-Oct-2023 10:30 AM,"1,86,700",No,fixed,,Nil,Nil,Annual Maintenance Plan on Nadaun Bangana road,Providing and laying bituminous Concrete 30mm thick in km. 0/0 to 1/0 and 10/0 to 17/0 with paver finisher ) DRRP No. HP-03-03-VR0008 Under PMGSY incentive,Please refer Tender documents. ,NA ,"1,54,17,889",Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form online mode,Executive Engineer,HPPWD Division Barsar,1.0,ICICI BANK,PWD,2023_PWD_78639_1,Annual Maintenance Plan on Nadaun Bangana road,Annual Maintenance Plan on Nadaun Bangana road,Executive Engineer,Internal,Supdt HDM DAO,Rajinder Singh,30-Sep-2023 12:12 PM,04-Oct-2023 10:30 AM,techsummary_117262.pdf (334.17 KB),Executive Engineer,Internal,Supdt HDM DAO,Rajinder Singh,14-Dec-2023 04:04 PM,finsummary_117262.pdf (77.05 KB),14-Dec-2023,"INR 15,417,889",60.0,Rajinder Singh,14-Dec-2023 04:09 PM,finbidopeningnadaunbangan.pdf (77.00 KB),Annual Maintenance Plan on Nadaun Bangana road,1.0,372193.0,DEEPAK JOSHI,15-Sep-2023 06:47 PM,Rejected-Technical,Non Responsive,30-Sep-2023,Technical,Tech Bid opening summary,Rajinder Singh,16-Sep-2023 11:55 AM,technical_117262.pdf,1.0,372289.0,HIMALAYAN TECHNO GOVT CONTRACTOR,INR,"15,357,374",Finance,Fin bid opening summary,Rajinder Singh,13-Oct-2023 12:13 PM,finance_117262.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD online mode,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,372377.0,ganesh,15-Sep-2023 05:27 PM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,372289.0,HIMALAYAN TECHNO GOVT CONTRACTOR,15-Sep-2023 12:23 PM,Accepted-AOC,Work Completed,14-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work Done certificate as per SBD General Rules and Directions 26.2b (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372459.0,Karan Raj Singh,16-Sep-2023 09:48 AM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No.with latest clearance return, EPF No. with latest clearance return,Labour License,PAN Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,372405.0,MOHINDER PAL GOVT. CONTRACTOR,15-Sep-2023 09:36 PM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery as per SBD schedule F with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,372295.0,M/s Bhagwati Construction Co.,15-Sep-2023 10:52 AM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,372304.0,Rajinder Rana,15-Sep-2023 03:54 PM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,372434.0,Sanjal Sharma,15-Sep-2023 08:34 PM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site ar per SBD General Rules and Directions 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,371820.0,S.S.Chauhans Construction Private Limted,15-Sep-2023 05:35 PM,Rejected-Technical,Non Responsive,30-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder must upload the working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
