Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,Fee/PreQual/Technical,.pdf,Latest copy of Registration,Executive Engineer,Jal Shakti Division Rajgarh,C/O FIS to village Thod Niwar and Kanda in GP Thod Niwar and Chog Tali town Tehsil Rajgarh Distt. Sirmour,"SH C/O RCC intake chamber, outlets 9 Nos, silt ejector 7 nos, Laying jointing of Gravity main from RD 0 to 2700 and distribution system from out let No 1 to 2",Please refer Tender documents. ,NA ,"28,43,379",Civil Works,pipe laying work ,Tender,120.0,120.0,Rajgarh,173101.0,NA ,NA ,NA ,Rajgarh,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",1147-1246 dated 19-07-2023,2023_HPIPH_76517_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,EE Rajgarh,Rajgarh,No,21-Jul-2023 09:00 AM,27-Jul-2023 11:30 AM,21-Jul-2023 09:00 AM,27-Jul-2023 11:00 AM,NA ,NA ,21-Jul-2023 09:00 AM,27-Jul-2023 11:00 AM,03-Aug-2023 02:00 PM,1.0,ICICI BANK,"50,150",Yes,fixed,,EE Rajgarh,Rajgarh,23-Dec-2023,"INR 914,797",120.0,Mandeep Gupta,23-Dec-2023 03:34 PM,AOC.pdf (456.00 KB),Work Awarded,Finance,fianacial,Mandeep Gupta,11-Sep-2023 12:07 PM,finance_114406.pdf,BOQ Comparative Chart,Technical,BID,Mandeep Gupta,03-Aug-2023 12:17 PM,technical_114406.pdf,Executive Enginner,Internal,HDM Suptd DA,Mandeep Gupta,03-Aug-2023 12:19 PM,03-Aug-2023 02:00 PM,techsummary_114406.pdf (1081.78 KB),1.0,362715.0,Dharam Singh,27-Jul-2023 09:01 AM,Rejected-Finance,Reject,11-Sep-2023,Executive Enginner,Internal,DA HDM Duptd,Mandeep Gupta,11-Sep-2023 12:13 PM,finsummary_114406.pdf (549.91 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2023_HPIPH_76517_8,1147-1246 dated 19-07-2023,C/O FIS to village Thod Niwar and Kanda in GP Thod Niwar and Chog Tali town Tehsil Rajgarh Distt. Sirmour,1.0,362747.0,Geeta Ram,INR,"914,797"
,,.pdf,Tender Cost duly pleaged in favor of EE Rajgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,362747.0,Geeta Ram,27-Jul-2023 08:14 AM,Accepted-AOC,work awarded,23-Dec-2023,,,,,,,,,,,,,,,
,,.pdf,Earnest Money Duly pleaged in favor of EE Rajgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,362286.0,RAJESH KUMAR BHANDARI,25-Jul-2023 04:08 PM,Rejected-Finance,Reject,11-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,Affidavidt that the firm/Contractor has not been blacklisted by the Govt./Deptt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Copy of Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Copy of EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of Technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Exp as per NIT Cond. at sr. (J),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Contractor a valid copy auth where he will get pumping machinery repaired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
