Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type
2017_PWD_16429_1,LR Harijan Basti Bhanjal under Bharwain Division,Construction of link road Harijan Basti Bhanjal km 000 to 4000 SH Const 6 meter span RCC slab culvert at RD 2327 under MNP,Construction of link road Harijan Basti Bhanjal km 000 to 4000 SH Const 6 meter span RCC slab culvert at RD 2327 under MNP,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,18-May-2017 06:00 PM,NA ,120.0,No ,No,Offline,24-May-2017 11:30 AM,PWD,Bharwain,177109.0,2.0,"19,25,383",Narinder Kumar,"1,407,709",Rejected-AOC,24-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,False,True,Others
2017_PWD_18580_2,PW.NLD.EA1Tender Publication/2015-16 8121-24,Construction of 12.00 mtr span RCC Solid slab Culvert on Mahadev Khad in Jeor Basti Mahadev,Construction of 12.00 mtr span RCC Solid slab Culvert on Mahadev Khad in Jeor Basti Mahadev,Works,Open Tender,Item Rate,Civil Works - Bridges,No,No,NA ,06-Oct-2017 06:00 PM,NA ,120.0,No ,No,Offline,12-Oct-2017 11:30 AM,PWD,Nalagarh,174101.0,2.0,"22,43,644",BHAJAN SINGH,17.32,Rejected-AOC,23-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,False,True,Others
2018_PWD_23308_1,PW-SKT-CB-Tender/2018-6880-82 dt. 13.08.2018,"Construction of missing CD on Dhalwan, Masyani, Bahnu, Baldwara road km. 0/0 to 9/300",SH- Construction of 3.00 metre span RCC slab culvert at km. 0/500.,Works,Open Tender,Item Rate,Civil Works - Roads,No,No,NA ,05-Sep-2018 03:20 PM,05-Sep-2018 03:20 PM ,90.0,No ,No,Offline,10-Sep-2018 03:30 PM,PWD,SARKAGHAT,175024.0,2.0,"5,56,398",CONTRACTOR,,Not Admitted-Fee/PreQual/Technical,,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,False,True,Others
2018_PWD_24142_1,No.-PW/OSDN/TA-NIT/-6896-6907 Dated 24.09.2018,Construction of link road from Wazir Bowali to Mohali Km. 0/00 to 26/00. (SH Construction of 3mtrs span slab culvert at Rd. 21/320).,Construction of link road from Wazir Bowali to Mohali Km. 0/00 to 26/00. (SH Construction of 3mtrs span slab culvert at Rd. 21/320).,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,18-Oct-2018 11:05 AM,NA ,90.0,No ,No,Offline,25-Oct-2018 11:30 AM,PWD,Nirmand,172023.0,2.0,"9,66,269",BHOLA DUTT,,Rejected-AOC,,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24142_2,No.-PW/OSDN/TA-NIT/-6896-6907 Dated 24.09.2018,Construction of link road from Wazir Bowali to Mohali Km. 0/00 to 26/00. (SH Construction of 6mtrs span slab culvert at Rd. 17/980).,Construction of link road from Wazir Bowali to Mohali Km. 0/00 to 26/00. (SH Construction of 6mtrs span slab culvert at Rd. 17/980).,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,18-Oct-2018 11:10 AM,NA ,90.0,No ,No,Offline,25-Oct-2018 11:30 AM,PWD,Nirmand,172023.0,2.0,"18,96,392",CRC Construction,,Rejected-AOC,,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24289_1,No.PW.SRJ.ETender/2018 3530-32 dated 08.10.2018,Missing CD on Bagi to Kashimblidhar road km 0/0 to 1/250 (SH- C/o 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 0/520),Missing CD on Bagi to Kashimblidhar road km 0/0 to 1/250 (SH- C/o 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 0/520),Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Oct-2018 11:00 AM,NA ,90.0,No ,No,Offline,03-Nov-2018 11:00 AM,PWD,Janjehli,175047.0,2.0,"10,87,331",Mahender Singh,"1,111,053",Rejected-AOC,31-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24290_1,No.PW.SRJ.ETender/2018 3530-32 dated 08.10.2018,C/O Missing C D work on Kelodhar Chhatri road km 9/0 to 32/0 (SH- C/o 10.00 mtr Span R C C Slab culvert with both side wing wall at RD 24/600,C/O Missing C D work on Kelodhar Chhatri road km 9/0 to 32/0 (SH- C/o 10.00 mtr Span R C C Slab culvert with both side wing wall at RD 24/600,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Oct-2018 11:00 AM,NA ,90.0,No ,No,Offline,03-Nov-2018 11:00 AM,PWD,Janjehli,175047.0,2.0,"18,46,005",CRC Construction,"2,159,268",Accepted-AOC,25-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24293_1,No.PW.SRJ.ETender/2018 3530-32 dated 08.10.2018,C/O Missing C.D. work on Kelodhar Chhatri road km 19/0 to 32/0 (SH- C/O 6.00 mtr. Span R C C Slab culvert with both side wing wall at RD 30/345,C/O Missing C.D. work on Kelodhar Chhatri road km 19/0 to 32/0 (SH- C/O 6.00 mtr. Span R C C Slab culvert with both side wing wall at RD 30/345,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Oct-2018 11:00 AM,NA ,90.0,No ,No,Offline,03-Nov-2018 11:00 AM,PWD,Janjehli,175047.0,2.0,"12,36,626",JAGSISH KUMAR GOVT CONTRACTOR,"1,545,748",Accepted-AOC,25-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24294_1,No.PW.SRJ.ETender/2018 3530-32 dated 08.10.2018,C/O Missing C D work on Kelodhar Chhatri road km 19/0 to 32/0 (SH- C/O 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 28/375,C/O Missing C D work on Kelodhar Chhatri road km 19/0 to 32/0 (SH- C/O 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 28/375,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Oct-2018 11:00 AM,NA ,90.0,No ,No,Offline,03-Nov-2018 11:00 AM,PWD,Janjehli,175047.0,2.0,"12,20,290",JAGSISH KUMAR GOVT CONTRACTOR,"1,529,682",Rejected-AOC,25-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
2018_PWD_24296_1,No.PW.SRJ.ETender/2018 3530-32 dated 08.10.2018,Missing CD on Chhakidhar via Malhie Panala road km 0/0 to 3/100 (SH- C/O 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 0/750),Missing CD on Chhakidhar via Malhie Panala road km 0/0 to 3/100 (SH- C/O 6.00 mtr Span R C C Slab culvert with both side wing wall at RD 0/750),Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Oct-2018 11:00 AM,NA ,90.0,No ,No,Offline,03-Nov-2018 11:00 AM,PWD,Janjehli,175047.0,2.0,"9,78,452",VIDYA BHUSHAN CONTRACTOR,"1,114,097",Rejected-AOC,31-May-2019,PWD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,False,True,Others
