Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23172_19,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hailakandi-Aloicherra",DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,22-Jan-2022 05:44 PM,27-Jan-2022 11:00 AM,techsummary_35664.pdf (4409.20 KB),1,126007,Badrul Islam Barbhuiya,15-Nov-2021 12:12 PM,Rejected-Technical,As per minutes,22-Jan-2022 05:43 PM,Technical,Technical cover is opened and process for evaluation,NEELAKSHI BAITHURI,23-Nov-2021 11:49 AM,,AOC,"Director of Agriculture, Assam, Khanapara","O/o Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22","Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hailakandi-Aloicherra","Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hailakandi-Aloicherra",Please refer Tender documents. ,NA ,"1,03,16,485",Construction Works,NA ,Tender,90.0,180.0,Hailakandi,781022.0,"Assam, Khanapara, Ghy-22 ","Conference Hall of Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22 ",27-Oct-2021 01:00 PM ,"O/o Chief Engineer, Agriculture, Assam, Khanapara",No ,No,1.0,BG - Bank Guarantee Irrevocable,"2,06,330",Yes,percentage,2.0%,Director of Agriculture,Guwahati,20-Oct-2021 02:00 PM,22-Nov-2021 12:00 PM,20-Oct-2021 02:00 PM,22-Nov-2021 11:00 AM,NA ,NA ,03-Nov-2021 10:30 AM,22-Nov-2021 11:00 AM,27-Jan-2022 11:00 AM,1.0,Date,Date,,"2,000",Director of Agriculture,Guwahati,No,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,2021_DAASC_23172_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of Tender fee and EMD,AOC
,,,,,,,,,,,2,126008,BAHARUL ISLAM MOZUMDER,13-Nov-2021 05:39 PM,Rejected-AOC,Not Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of Technical Documents Part-1,AOC
,,,,,,,,,,,3,126321,EDRISH DEWAN,15-Nov-2021 01:26 AM,Rejected-AOC,Not Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of Technical Documents Part-2,AOC
,,,,,,,,,,,4,126345,JALAL UDDIN BARBHUIYA,15-Nov-2021 12:05 PM,Rejected-Technical,As per minutes,22-Jan-2022 05:43 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document downloaded from the portal,AOC
,,,,,,,,,,,5,126318,MD Rafiqul Islam,14-Nov-2021 11:33 PM,Accepted-AOC,Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,,6,126208,NASIM UDDIN AHMED,14-Nov-2021 03:43 PM,Rejected-AOC,Not Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,AOC
,,,,,,,,,,,7,126155,Probin Dihingia,14-Nov-2021 09:24 AM,Rejected-AOC,Not Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,8,126366,R F CONSTRUCTION and CONSULTANCY,20-Nov-2021 10:58 PM,Rejected-Technical,As per minutes,22-Jan-2022 05:43 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,9,126140,SWAPAN DAS,14-Nov-2021 12:37 PM,Rejected-Technical,As per minutes,22-Jan-2022 05:43 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,10,126067,Winners Enterprise,13-Nov-2021 05:43 PM,Rejected-AOC,Not Accepted,22-Feb-2022 03:53 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
