Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
27-Nov-2021 10:00 AM,07-Dec-2021 11:30 AM,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,NA ,NA ,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,22-Dec-2021 11:30 AM,"3,64,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Fee and Earnest Money online,PWD,SEIX/WS/E-TENDER/21-22/5429-33 Dt 16.11.21,2021_PWD_54004_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER HPPWD DIVISION JAWALI,Construction of link road Jarial Basti to Banderu Nadan Via Primary School Via Jharar and upto Patwarkhana road km. 0/0 to 3/015 in Tehsil Jawali District Kangra (HP) under Nabard RIDF-XXVII,"Formation cutting, Passing places, Retaining wall, CD work, Granular Sub Base, G-II, G-III, Tarring work, Side Drain and Parapets",Please refer Tender documents. ,NA ,"1,81,96,263",Civil Works,NA ,Tender,90.0,365.0,JAWALI,176023.0,NA ,NA ,NA ,HPPWD DIVISION JAWALI,No ,No,AOC,1.0,248005.0,NAVNEET SHARMA,06-Dec-2021 03:05 PM,Rejected-Technical,Non Responsive,17-Dec-2021 10:36 AM,Technical,Summary,Arun Vashisht,17-Dec-2021 10:31 AM,technical_80934.pdf,Finance,Proceeding,Arun Vashisht,02-Feb-2022 02:22 PM,finance_80934.pdf,BOQ Comparative Chart,1.0,247992.0,Ravinder Kumar,INR,"14,487,736",Er. M.P. Dhiman SE 9th Circle HPPWD Nurpur,Internal,"EE(D) Nurpur, EE Jawali,DAO Jawali",Arun Vashisht,17-Dec-2021 10:36 AM,22-Dec-2021 11:30 AM,techsummary_80934.pdf (8763.05 KB),PWD,2021_PWD_54004_1,SEIX/WS/E-TENDER/21-22/5429-33 Dt 16.11.21,Construction of link road Jarial Basti to Banderu Nadan Via Primary School Via Jharar and upto Patwarkhana road km. 0/0 to 3/015 in Tehsil Jawali District Kangra (HP) under Nabard RIDF-XXVII,02-Feb-2022,"INR 14,487,736",365.0,Arun Vashisht,02-Feb-2022 02:32 PM,Award.pdf (1483.00 KB),Award,Er. M.P Dhiman SE 9th Circle Nurpur,Internal,"EE(D)Nurpur,EE Jawali,DAO Jawali",Arun Vashisht,02-Feb-2022 02:26 PM,finsummary_80934.pdf (1166.67 KB),AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,"Copy of PAN, Latest ITR,GST, EPF as per Clause 4.4 of ITB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,247992.0,Ravinder Kumar,06-Dec-2021 01:30 PM,Accepted-AOC,Accepted,02-Feb-2022 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration as per Clause 3 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,247648.0,sanjeev singh govt contractor,06-Dec-2021 01:50 PM,Rejected-AOC,Rejected,02-Feb-2022 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover Certificate last five financial years from CA as per clause 4.4 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,247594.0,SEWA SINGH,06-Dec-2021 03:52 PM,Rejected-AOC,Rejected,02-Feb-2022 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done certificate, one single Similar nature work not less than 40 percent amount put to tender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,247686.0,Ujjawal Singh,06-Dec-2021 07:31 AM,Rejected-Technical,Non Responsive,17-Dec-2021 10:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Work in hand as per clause 4.4 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and plant owned or brought on hire or lease as per clause 4.4B (b) (i) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Technical staff as per clause 4.4 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of Bid Document 4.4 B (a) (ii) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding arbitration litigation cases for the last five years per Clause 4.4 (i) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
