Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of document of online payment on account of the cost of bid documents as specified in SBD,Superintending Engineer,"9th Circle, HPPWD Nurpur","10,76,000",No,fixed,,Nil,Nil,Construction of Linkk road Langa Leahace(via Ropa) to Mundal road in Km. 0/0 to 5/260,"Formation cutting, Passing place, R/Walls, Cross Drainage works, parapets, road side drain, Interlocking paver block, GSB, WBM-II, WBM-III and Metalling Tarring)( Under NABARD RIDF-XXVII)",Please refer to tender documents ,NA ,,Civil Works - Roads,C/O Road ,Tender,75.0,548.0,Dehra,177101.0,NA ,NA ,NA ,Nurpur,No ,No,22-Nov-2021 10:00 AM,09-Dec-2021 11:30 AM,22-Nov-2021 10:00 AM,08-Dec-2021 05:00 PM,22-Nov-2021 10:00 AM ,30-Nov-2021 05:00 PM ,22-Nov-2021 10:00 AM,08-Dec-2021 05:00 PM,27-Dec-2021 11:00 AM,PWD,SE Nurpur letter No.4902-07 dated 08.11.2021,2021_PWD_53817_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"5,000",Nil,Nil,No,AOC,PWD,2021_PWD_53817_1,SE Nurpur letter No.4902-07 dated 08.11.2021,Construction of Linkk road Langa Leahace(via Ropa) to Mundal road in Km. 0/0 to 5/260,SE Nurpur,Internal,EE Design Nurpur EE Dehra DAO Dehra,Dinesh Kumar Dhiman,21-Dec-2021 04:10 PM,27-Dec-2021 11:00 AM,techsummary_80571.pdf (6204.42 KB),SE Nurpur,Internal,EE Dehra EE Design Nurpur DAO Dehra,Dinesh Kumar Dhiman,06-Feb-2022 04:32 PM,finsummary_80571.pdf (180.59 KB),06-Feb-2022,"INR 40,652,966",548.0,Dinesh Kumar Dhiman,06-Feb-2022 04:35 PM,Award-Langa.pdf (1027.00 KB),Award of work issued,1.0,248154.0,Sanjal Sharma,08-Dec-2021 04:51 PM,Accepted-AOC,Work awarded being lowest bidder,06-Feb-2022 04:35 PM,Technical,Technical bid opening summary,Dinesh Kumar Dhiman,21-Dec-2021 03:59 PM,technical_80571.pdf,Finance,Financial bid opening summary,Dinesh Kumar Dhiman,06-Feb-2022 04:30 PM,finance_80571.pdf,BOQ Comparative Chart,1.0,248154.0,Sanjal Sharma,INR,"40,652,966",AOC
,,.pdf,Copy of document of online payment on account of bid security as specified in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,248158.0,V.B Const Co.,08-Dec-2021 04:31 PM,Rejected-AOC,Rejected being highest bidder,06-Feb-2022 04:35 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Contractor registration certificate, legal status as specified in SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of valid registration under EPF and miscellaneous provisions Act 1952 as specified in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of PAN card as specified in the SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Annual turnover certificate from CA for last five financial years with lose and loss profit reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate of similar nature for last five years duly signed by the concerned EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of work in hand/existing commitments duly signed by the EE concerned as specified in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery/equipment with owenership/hire/lease, buying proof as specified in SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of availability of technical personnel as state in the SBD with certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
