Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),350.0,Nil,Nil,No,1.0,Revised 10 percent below condition upto 30 percent below,Other,,1.0,ICICI BANK,"11,900",No,fixed,,Nil,Nil,22-Oct-2021 04:30 PM,29-Oct-2021 11:00 AM,22-Oct-2021 05:00 PM,28-Oct-2021 05:00 PM,NA ,NA ,22-Oct-2021 05:00 PM,28-Oct-2021 05:00 PM,30-Oct-2021 05:00 PM,PWD,Tender/2021-22-6515-75 dated 08.10.2021,2021_PWD_53085_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),Repair and maintenance on Heerpur Taruwala road km 0/0 to 2/750 (SH-P/L 80mm.thick Interlocking paver block tiles between km.0/950 to 1/150) (Under R and MO).,Repair and maintenance on Heerpur Taruwala road km 0/0 to 2/750 (SH-P/L 80mm.thick Interlocking paver block tiles between km.0/950 to 1/150) (Under R and MO).,Please refer tender document ,NA ,"5,94,805",Civil Works - Roads,NA ,Tender,75.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC,1.0,241406.0,Avinash,INR,"416,363",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,09-Nov-2021 11:20 AM,finance_79388.pdf,BOQ Comparative Chart,1.0,241406.0,Avinash,28-Oct-2021 03:59 PM,Accepted-AOC,Work Completed,24-Feb-2022 04:22 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,30-Oct-2021 02:37 PM,technical_79388.pdf,ER. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,30-Oct-2021 04:48 PM,30-Oct-2021 05:00 PM,techsummary_79388.pdf (767.33 KB),PWD,2021_PWD_53085_2,Tender/2021-22-6515-75 dated 08.10.2021,Repair and maintenance on Heerpur Taruwala road km 0/0 to 2/750 (SH-P/L 80mm.thick Interlocking paver block tiles between km.0/950 to 1/150) (Under R and MO).,24-Feb-2022,"INR 594,805",90.0,Kishan Lal Chaudhary,24-Feb-2022 04:22 PM,aoc.pdf (791.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,09-Nov-2021 11:49 AM,finsummary_79388.pdf (354.12 KB),AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,241249.0,Balinder Dutt,26-Oct-2021 04:26 PM,Rejected-Finance,L6,09-Nov-2021 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,241415.0,Basti Ram,28-Oct-2021 04:20 PM,Rejected-Finance,L4,09-Nov-2021 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,241346.0,SANJEEV GUPTA,27-Oct-2021 11:25 PM,Rejected-Finance,L2,09-Nov-2021 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,241341.0,Shamshad Ali Contractor,28-Oct-2021 01:38 PM,Rejected-Finance,L3,09-Nov-2021 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 ( i.e. R.C,purchase bills,ownership/Affidavit et",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,241356.0,suresh Kumar,28-Oct-2021 10:48 AM,Rejected-Finance,L5,09-Nov-2021 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding true and correct duly attested by the Notary/Executive Magistrate.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
