Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Construction of Rain Water Harvesting Structure on haler Khad with provision of irrigation facility to adjoining area in Tehsil Jaisnghpur Distt. Kangra HP SH Planning, evolution of structural design, preparation of detailed working drawings and C","Construction of Rain Water Harvesting Structure on haler Khad with provision of irrigation facility to adjoining area in Tehsil Jaisnghpur Distt. Kangra HP SH Planning, evolution of structural design, preparation of detailed working drawings and C",Please refer Tender documents. ,NA ,"1,14,87,000",Civil Works - Others,NA ,Tender,120.0,547.0,Construction of Rain Water Harvesting Structure on,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (9806-55 dated 20.09.2021),2021_HPIPH_52526_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,1.0,Fee/PreQual/Technical,.pdf,Scaned copy Cost of Tender and E/Money,"1,500",Nil,Nil,No,21-Sep-2021 09:00 AM,05-Oct-2021 11:30 AM,21-Sep-2021 09:00 AM,05-Oct-2021 11:00 AM,NA ,NA ,21-Sep-2021 09:00 AM,05-Oct-2021 11:00 AM,23-Oct-2021 12:50 PM,"1,47,000",No,fixed,,Nil,Nil,AOC,Finance,BOQ downloded sucessfully attached,Anil Kumar,23-Oct-2021 01:01 PM,finance_78521.pdf,BOQ Comparative Chart,Technical,Three Nos contractor/Firms documents downloaded successfully and found eligible by the technical committee,Anil Kumar,23-Oct-2021 12:44 PM,technical_78521.pdf,06-Dec-2021,"INR 22,390,000",547.0,Anil Kumar,11-Feb-2022 11:39 AM,AOC.pdf (56.00 KB),Sh. Amit Choudhary Govt.Cont. Village Nouri PO Padiarkhar. Tehsil Palampur District Kangra HP,Superintending Enginner JSV Circle Dharamshala,External,"Supdtt Gr-i JSV Circle Dharamshala,AE (D) JSV Circle Dharamshala,EE (D) JSV Circle Dharamshala,EE JSV Division Thural",Anil Kumar,23-Oct-2021 12:47 PM,23-Oct-2021 12:50 PM,techsummary_78521.pdf (2166.03 KB),1.0,239456.0,AMIT CHOUDHARY,04-Oct-2021 07:12 PM,Accepted-AOC,accept,11-Feb-2022 11:39 AM,Executive Engineer JSV Division Thural,Internal,"HDM,Supdtt,AetoEE,Tender Asstt.",Anil Kumar,23-Oct-2021 01:04 PM,finsummary_78521.pdf (84.54 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_52526_1,THL-KNG05-729 (9806-55 dated 20.09.2021),"Construction of Rain Water Harvesting Structure on haler Khad with provision of irrigation facility to adjoining area in Tehsil Jaisnghpur Distt. Kangra HP SH Planning, evolution of structural design, preparation of detailed working drawings and C",1.0,239456.0,AMIT CHOUDHARY,INR,"22,710,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,The bidder/contractor/firm should be registered Jal Shakti Department,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,239520.0,Naresh Kumar,05-Oct-2021 10:27 AM,Rejected-AOC,accept,11-Feb-2022 11:39 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax/GST/EPF registration and clearance certificate,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,239491.0,RAMAN KUMAR,04-Oct-2021 08:32 PM,Rejected-AOC,accept,11-Feb-2022 11:39 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The list of work for similar nature executed by the intending contractor/firm along with performance,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the Firm have not ever been black listed by any government/semi-government/ board/,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid form chapter- IV of form 12,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Eligibility criteria as per NIT and Form 12 condition No. 7,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license issued from the competent authority the tenderer shall have to maintain,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,annual financial turn over during the Last 3 years ending 31st march of previous financial year sh,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
