Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",07-Sep-2021 10:00 AM,15-Sep-2021 11:00 AM,07-Sep-2021 10:30 AM,15-Sep-2021 09:00 AM,NA ,NA ,07-Sep-2021 10:30 AM,15-Sep-2021 09:00 AM,28-Sep-2021 11:00 AM,"2,000",Nil,Nil,No,PWD,"Improvement and widening of Badehar, Sasan, Udaipu",2021_PWD_51974_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Improvement and widening of Badehar, Sasan, Udaipur and Lamlehra Pekhubela Road from km. 0-0 to 6-540 Sub Head Formation Cutting 5-7mtr. wide including Retaining wall, Breast wall and Toe wall, Cross drainage work and Cement Concrete Pavement Providi","Improvement and widening of Badehar, Sasan, Udaipur and Lamlehra Pekhubela Road from km. 0-0 to 6-540 Sub Head Formation Cutting 5-7mtr. wide including Retaining wall, Breast wall and Toe wall, Cross drainage work and Cement Concrete Pavement Providi",Please refer to Bidding Documents ,NA ,"97,30,288",Civil Works - Roads,NA ,Tender,75.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,ICICI BANK,"1,95,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,AOC,1.0,235051.0,Balbir Singh Govt Contractor,14-Sep-2021 02:47 PM,Accepted-AOC,ok,28-Feb-2022 07:18 PM,Technical,BidsList,Rajesh Kumar,16-Sep-2021 12:29 PM,technical_77676.pdf,Finance,FinancialBids,Rajesh Kumar,04-Oct-2021 04:44 PM,finance_77676.pdf,BOQ Comparative Chart,1.0,235051.0,Balbir Singh Govt Contractor,INR,"9,066,325","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Rajesh Kumar,22-Sep-2021 02:00 PM,28-Sep-2021 11:00 AM,techsummary_77676.pdf (1318.55 KB),PWD,2021_PWD_51974_1,"Improvement and widening of Badehar, Sasan, Udaipu","Improvement and widening of Badehar, Sasan, Udaipur and Lamlehra Pekhubela Road from km. 0-0 to 6-540 Sub Head Formation Cutting 5-7mtr. wide including Retaining wall, Breast wall and Toe wall, Cross drainage work and Cement Concrete Pavement Providi",22-Dec-2021,"INR 9,730,288",365.0,Rajesh Kumar,28-Feb-2022 07:18 PM,Awardletter.pdf (2989.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Rajesh Kumar,04-Oct-2021 05:50 PM,finsummary_77676.pdf (513.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Earnest Money through online,AOC,2.0,235227.0,B T Construction Company,14-Sep-2021 05:29 PM,Rejected-Technical,As per Bid Evaluation,22-Sep-2021 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,AOC,3.0,235077.0,Prakash Chand,15-Sep-2021 05:56 AM,Rejected-Technical,As per Bid Evaluation,22-Sep-2021 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,AOC,4.0,235668.0,Shivalik Construction Company,14-Sep-2021 01:31 PM,Rejected-AOC,ok,28-Feb-2022 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,AOC,5.0,235080.0,Tilak Raj Govt Contractor,14-Sep-2021 05:58 PM,Rejected-Technical,As per Bid Evaluation,22-Sep-2021 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card issued by Income Tax Authorities.,AOC,6.0,235510.0,Varinder Singh,14-Sep-2021 07:29 PM,Rejected-Technical,As per Bid Evaluation,22-Sep-2021 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report as per Clause 4.6,AOC,7.0,235588.0,Vikas puri,14-Sep-2021 10:21 PM,Rejected-Technical,As per Bid Evaluation,22-Sep-2021 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Experience in works of a similar nature and size for each of the last five years, and details of wor",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Evidence of ownership of major items of construction equipment named in Clause 4.4B (b) (i) of ITB o,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Details of the technical personnel proposed to be employed for the Contract having the qualification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
