EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"25,300",No,fixed,,EE Shillai,Shillai,PWD,TA-6806-6905dt-15-9-2020,2020_PWD_41248_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,EE Shillai,Shillai,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,EE Shillai,Executive Engineer HPPWD Division Shillai,"Construction of link road from Dev Ka More to Harijan Basti Bobri Khodri Km 0/0 to 6/0 in District Sirmour HP ( SH- Formation Cutting 5/7 Mtrs wide road , Cross-Drainage and P/L Soling in Km 0/0 to 6/0)","Construction of link road from Dev Ka More to Harijan Basti Bobri Khodri Km 0/0 to 6/0 in District Sirmour HP ( SH- Formation Cutting 5/7 Mtrs wide road , Cross-Drainage and P/L Soling in Km 0/0 to 6/0)",please refer to tender document ,NA ,"12,64,891",Civil Works - Roads,NA ,Rate Contract,120.0,60.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,01-Oct-2020 05:00 PM,15-Oct-2020 12:30 PM,01-Oct-2020 05:00 PM,14-Oct-2020 05:00 PM,NA ,NA ,01-Oct-2020 05:00 PM,14-Oct-2020 05:00 PM,24-Oct-2020 04:00 PM,1.0,ICICI BANK,AOC,1.0,182099.0,Anil Kumar,12-Oct-2020 05:35 PM,Rejected-Technical,Not qualify,24-Oct-2020 02:06 PM,Technical,technical summary,Pramod Upreti,24-Oct-2020 11:53 AM,technical_60878.pdf,Finance,financial summary,Pramod Upreti,18-Nov-2020 03:40 PM,finance_60878.pdf,BOQ Comparative Chart,1.0,182243.0,VIRENDER SINGH CHAUHAN,INR,"1,462,951",PWD,2020_PWD_41248_2,TA-6806-6905dt-15-9-2020,"Construction of link road from Dev Ka More to Harijan Basti Bobri Khodri Km 0/0 to 6/0 in District Sirmour HP ( SH- Formation Cutting 5/7 Mtrs wide road , Cross-Drainage and P/L Soling in Km 0/0 to 6/0)",EE Shillai,Internal,"AE Shillai,l DAO, Supdt. HDM",Pramod Upreti,24-Oct-2020 02:04 PM,24-Oct-2020 04:00 PM,techsummary_60878.pdf (921.01 KB),EE Shillai,Internal,"AE Shillai, DAo, supdt. HDM",Pramod Upreti,18-Nov-2020 03:47 PM,finsummary_60878.pdf (299.78 KB),22-Feb-2022,"INR 1,462,951",60.0,Pramod Upreti,22-Feb-2022 12:05 PM,A97.pdf (915.00 KB),"Construction of link road from Dev Ka More to Harijan Basti Bobri Khodri Km 0/0 to 6/0 in District Sirmour HP ( SH- Formation Cutting 5/7 Mtrs wide road , Cross-Drainage and P/L Soling in Km 0/0 to 6/",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,181180.0,DK ENTERPRISE,06-Oct-2020 09:16 AM,Rejected-Finance,Not lowest,18-Nov-2020 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,182388.0,NEERAJ KANWAR,14-Oct-2020 09:34 AM,Rejected-Finance,Not lowest,18-Nov-2020 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,182262.0,PANKAJ KAPOOR,14-Oct-2020 03:42 PM,Rejected-Technical,Not qualify,24-Oct-2020 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,182246.0,Rangi Lal,13-Oct-2020 03:47 PM,Rejected-Finance,Not lowest,18-Nov-2020 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,182243.0,VIRENDER SINGH CHAUHAN,14-Oct-2020 03:51 PM,Accepted-AOC,"AOC, Work comp.",22-Feb-2022 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
