Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
04-Oct-2021 10:00 AM,19-Oct-2021 11:30 AM,04-Oct-2021 10:00 AM,19-Oct-2021 11:00 AM,NA ,NA ,04-Oct-2021 10:00 AM,19-Oct-2021 11:00 AM,08-Nov-2021 11:30 AM,"37,40,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,Superintending Engineer,Superintending Engineer 7th Circle HPPWD Dalhousie,Improvement and Widening of Dhakog to Banni Mata road km 0/0 to 24/0 in District Chamba (H.P) under NABARD (RIDF-XXVII),"Formation cutting, retaining walls, cross drainage work, metalling and tarring, side drain and parapets",Please refer Tender documents. ,NA ,"18,69,62,261",Civil Works,NA ,Tender,75.0,730.0,Bharmour,176315.0,NA ,NA ,NA ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,1.0,ICICI BANK,PWD,SE Dalhousie No. 6672-6712 sated 22-09-2021,2021_PWD_52865_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,AOC,1.0,240711.0,Vijay Kumar Contractor,INR,"179,825,209",Finance,Finance Bid Opening summary,Deepak Mahajan,09-Nov-2021 07:06 PM,finance_79057.pdf,BOQ Comparative Chart,1.0,240583.0,Dinesh Kumar Sharma Const. (P) Ltd,16-Oct-2021 02:20 PM,Rejected-Finance,4th Lowest,07-Feb-2022 12:25 PM,Technical,Bid Opening summary,Deepak Mahajan,01-Nov-2021 03:21 PM,technical_79057.pdf,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent G-II (W) EO EE (D) EE Bharmour,Deepak Mahajan,01-Nov-2021 03:26 PM,08-Nov-2021 11:30 AM,techsummary_79057.pdf (1598.89 KB),PWD,2021_PWD_52865_1,SE Dalhousie No. 6672-6712 sated 22-09-2021,Improvement and Widening of Dhakog to Banni Mata road km 0/0 to 24/0 in District Chamba (H.P) under NABARD (RIDF-XXVII),19-Feb-2022,"INR 179,825,209",730.0,Deepak Mahajan,22-Feb-2022 05:49 PM,AL.pdf (91.00 KB),Award Letter,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent (W) Engineer Officer Executive Engineer (D),Deepak Mahajan,07-Feb-2022 12:25 PM,finsummary_79057.pdf (75.14 KB),AOC
,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. online payment receipt,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,240730.0,MCC POWER PROJECTS PVT. LTD.,19-Oct-2021 10:25 AM,Rejected-Finance,2nd Lowest,07-Feb-2022 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. online payment receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,240604.0,Tomar Construction Company,18-Oct-2021 05:54 PM,Rejected-Finance,3rd Lowest,07-Feb-2022 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,240711.0,Vijay Kumar Contractor,19-Oct-2021 10:57 AM,Accepted-AOC,Work awarded to contractor,22-Feb-2022 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
