Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
01-Feb-2022,"INR 1,041,669",60.0,Ramesh Rana,01-Feb-2022 12:49 PM,1.pdf (835.00 KB),Executive Engineer,Internal,"XEN, AE, HDM, Sr. Asstt.",Ramesh Rana,11-Oct-2021 03:02 PM,finsummary_76683.pdf (188.38 KB),Executive Engineer,Internal,"Executive Engineer, Assistant Engineer, HDM, Sr. Assistant",Ramesh Rana,25-Aug-2021 11:45 AM,25-Aug-2021 11:50 AM,techsummary_76683.pdf (1196.93 KB),PWD,2021_PWD_51302_1,PW-KD-E-Tender/2021-22-2485-87 dt 12-08-2021,Improvement of Black Spot on Tehtoli to Standli Road in K.M. 0/00 to 7/400,Technical,summary uploaded,Ramesh Rana,25-Aug-2021 11:40 AM,technical_76683.pdf,1.0,231422.0,NARESH TAJTA,23-Aug-2021 12:46 PM,Rejected-Finance,L2 Bidder,11-Oct-2021 03:02 PM,Finance,UPLOADED SUMMARY,Ramesh Rana,11-Oct-2021 02:56 PM,finance_76683.pdf,BOQ Comparative Chart,1.0,231423.0,Pankaj Chauhan,INR,"883,276",AOC,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,ICICI BANK,PWD,PW-KD-E-Tender/2021-22-2485-87 dt 12-08-2021,2021_PWD_51302_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Improvement of Black Spot on Tehtoli to Standli Road in K.M. 0/00 to 7/400,"C/o, R/Wall at R.D. 0/075 to 0/090",Please refer Tender documents. ,NA ,"8,70,607",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,16-Aug-2021 04:30 PM,24-Aug-2021 11:00 AM,16-Aug-2021 04:30 PM,23-Aug-2021 06:00 PM,NA ,NA ,16-Aug-2021 04:30 PM,23-Aug-2021 06:00 PM,25-Aug-2021 11:50 AM,"17,500",No,fixed,,Nil,Nil,Executive Engineer,Division HPPWD kotkhai,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,231423.0,Pankaj Chauhan,23-Aug-2021 12:34 PM,Accepted-AOC,awarded to lowest bidder,01-Feb-2022 12:49 PM,,,,,,,,,,,,AOC,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
