Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
11-Feb-2022,"INR 471,291,635.5",1095.0,Suresh Mahajan,11-Feb-2022 03:02 PM,awardjubbal.pdf (1178.00 KB),Award Letter,Technical,Proceeding Technical,Pardeep Kumar Sharma,27-May-2021 10:55 AM,technical_67466.pdf,Finance,Financial summary attached,BODHBERDHAN GUPTA,11-Feb-2022 02:44 PM,finance_67466.pdf,BOQ Comparative Chart,1.0,205138.0,HARJEET SINGH,30-Mar-2021 02:39 PM,Rejected-Finance,Reject,11-Feb-2022 02:59 PM,Er Naveen Puri EnC,Internal,EnC Project Mandi CE PMU Mandi CE SZ SE D EnC SE Rohru EE D EnC EED PMU EE JSV Jubal Deputy Ctr,Pardeep Kumar Sharma,27-May-2021 11:07 AM,28-May-2021 11:00 AM,techsummary_67466.pdf (2146.53 KB),HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,2021_HPIPH_44933_1,2557-2660 dated 01/03/2021,Engineering procurement construction testing commissioning trial run and operation maintenance of various components of providing LWSS to various PC Hab under Jubbal Kotkhai Block from Pubber river in Tehsil Jubbal Distt Shimla HP for ultimate capaci,1.0,204950.0,Kashmirilal Constructions Pvt. Ltd.,INR,"445,244,955",ENC P JSV Mandi,Internal,CE PMU CE Shimla SE ENC P SE Rohru EE ENCP EE PMU EE Jubbal Dy Controller,Suresh Mahajan,11-Feb-2022 02:59 PM,finsummary_67466.pdf (5047.37 KB),AOC,1.0,Fee,.pdf,Scanned copy of bid security and cost of bid form as per NIT,Project Director cum Chief Engineer,PMU Mandi Distt Mandi HP,Engineering procurement construction testing commissioning trial run and operation maintenance of various components of providing LWSS to various PC Hab under Jubbal Kotkhai Block from Pubber river in Tehsil Jubbal Distt Shimla HP for ultimate capaci,Engineering procurement construction testing commissioning trial run and operation maintenance of various components of providing LWSS to various PC Hab under Jubbal Kotkhai Block from Pubber river in Tehsil Jubbal Distt Shimla HP for ultimate capaci,Please refer Tender documents. ,NA ,"39,84,62,318",Civil Works,Civil pipe line pumping machinery rising main etc ,Tender,120.0,1095.0,Jubbal Hatkot Kotkhai Rohru,171205.0,Mandi ,Engineer in Chief Project JSV Mandi ,18-Mar-2021 11:00 AM ,Mandi,No ,No,"44,85,000",No,fixed,,Nil,Nil,"2,500",Nil,Nil,No,1.0,ICICI NEFT/RTGS,01-Mar-2021 06:00 PM,01-Apr-2021 11:30 AM,01-Mar-2021 06:00 PM,01-Apr-2021 11:00 AM,NA ,NA ,01-Mar-2021 06:00 PM,01-Apr-2021 11:00 AM,28-May-2021 11:00 AM,HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,2557-2660 dated 01/03/2021,2021_HPIPH_44933_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Online,No,No,No,1.0,pree-bid meeting date,Date,,AOC
,,,,,,,,,,,,,,,,,,2.0,204950.0,Kashmirilal Constructions Pvt. Ltd.,30-Mar-2021 05:47 PM,Accepted-AOC,Accept,11-Feb-2022 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of certificate of registration with Jal Shakti Vibhaag or any other State or Govt. of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,206715.0,R.G. INDUSTRIES,31-Mar-2021 07:16 PM,Rejected-Finance,Reject,11-Feb-2022 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Annual turnover of three years as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work done, experience certificate as per Pre-qualification criteria as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Joint venture is allowed. Copy of joint venture agreement entered into by the partners duly registe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Scanned copy of PAN GST and EPF registration. The International bidders shall supply equivalent doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Authorisation letter regarding digital signature certificate of the person authorised by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Scanned copy of undertaking as per Chapter IV of Form 12 that I have carefully studied all the doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,PreQual/Technical,.pdf,Make/Model of the proposed pumping machinery alongwith the characteristics curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
