S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,244922.0,HYDRAULIC ENGINEERING COMPANY,INR,"3,285,200","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_53637_1,NHN-SMROO-722- 11368-11428 dt 16/11/2021,Providing FHTC by Improvement of LWSS Dilman and LWSS Naina Tikker from Chandoli Khad in GP Dilman and Naina Tikker Tehsil Pachhad Distt. Sirmour HP,Er. Ashish Rana EE,Internal,Supdt WS CHD AED EED EENahan SE,Ashish Rana,02-Feb-2022 10:54 AM,finsummary_80258.pdf (672.19 KB),Technical,Technical Bid Opening Summary,Ashish Rana,27-Nov-2021 06:58 PM,technical_80258.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,30-Nov-2021 03:12 PM,finance_80258.pdf,BOQ Comparative Chart,02-Feb-2022,"INR 1,660,000",90.0,Ashish Rana,02-Feb-2022 10:56 AM,AOC.pdf (672.00 KB),Award to Contractor,1.0,244922.0,HYDRAULIC ENGINEERING COMPANY,24-Nov-2021 07:11 PM,Accepted-AOC,AOC,02-Feb-2022 10:56 AM,Er. Ashish Rana EE,Internal,TA Supdt HDM DAo EE,Ashish Rana,27-Nov-2021 07:00 PM,29-Nov-2021 11:00 AM,techsummary_80258.pdf (322.01 KB),AOC,Providing FHTC by Improvement of LWSS Dilman and LWSS Naina Tikker from Chandoli Khad in GP Dilman and Naina Tikker Tehsil Pachhad Distt. Sirmour HP,"Providing and installation of centrifugal pumping machinery 60 HP stand by with motor and allied accessories in stage 1st (LWSS Dilman), 30 HP stand by with motor and allied accessories in stage 1st (LWSS Nain Tikker Chandoli Khad) and 30 HP stand by",Please refer Tender documents. ,NA ,"16,60,000",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,17-Nov-2021 05:00 PM,25-Nov-2021 11:30 AM,17-Nov-2021 05:00 PM,25-Nov-2021 11:00 AM,NA ,NA ,17-Nov-2021 05:00 PM,25-Nov-2021 11:00 AM,29-Nov-2021 11:00 AM,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 11368-11428 dt 16/11/2021,2021_HPIPH_53637_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"32,400",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245046.0,puneet angra,24-Nov-2021 10:30 PM,Rejected-Finance,Reject,02-Feb-2022 10:54 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Cost of Tender as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,245019.0,shiv iron general engineers,24-Nov-2021 10:18 PM,Rejected-Finance,Reject,02-Feb-2022 10:54 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HP JSV as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking regarding Joint Venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/subdearlership of offered PM as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of curve chart alongwith selection of pump and motor as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,AOC
