Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
17-Nov-2021 05:00 PM,25-Nov-2021 11:30 AM,17-Nov-2021 05:00 PM,25-Nov-2021 11:00 AM,NA ,NA ,17-Nov-2021 05:00 PM,25-Nov-2021 11:00 AM,29-Nov-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned In NIT,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 11368-11428 dt 16/11/2021,2021_HPIPH_53617_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"36,185",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Providing CAD of LIS Bankala in Tehsil Nahan Distt. Sirmour HP,Laying and jointing of distribution system and Hydrants post,Please refer Tender documents. ,NA ,"18,09,244",Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC,Er Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,05-Feb-2022 11:47 AM,finsummary_80207.pdf (768.38 KB),1.0,244850.0,Iran,INR,"885,838","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_53617_6,NHN-SMROO-722- 11368-11428 dt 16/11/2021,Providing CAD of LIS Bankala in Tehsil Nahan Distt. Sirmour HP,Finance,Financial Bid Opening Summary,Ashish Rana,30-Nov-2021 03:47 PM,finance_80207.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Ashish Rana,27-Nov-2021 06:46 PM,None,05-Feb-2022,"INR 1,809,244",90.0,Ashish Rana,05-Feb-2022 11:49 AM,AOC.pdf (768.00 KB),Award to Contractor,Er. Ashis Rana EE,Internal,TA Supdt HDm DAO EE,Ashish Rana,27-Nov-2021 06:50 PM,29-Nov-2021 11:00 AM,techsummary_80207.pdf (317.68 KB),1.0,244836.0,akhilandco@gmail.com,24-Nov-2021 04:41 PM,Rejected-Finance,Reject,05-Feb-2022 11:47 AM,AOC
,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned In NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,244894.0,imIMRAN SHAH,24-Nov-2021 06:25 PM,Rejected-Finance,Reject,05-Feb-2022 11:47 AM,AOC
,,,,,,,,,,,.pdf,Registration with JSV Vibhag as mentioned In NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,244850.0,Iran,24-Nov-2021 05:15 PM,Accepted-AOC,AOC,05-Feb-2022 11:49 AM,AOC
,,,,,,,,,,,.pdf,EPF Registration as mentioned In NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,245017.0,Jawant Singh,24-Nov-2021 10:21 PM,Rejected-Finance,Reject,05-Feb-2022 11:47 AM,AOC
,,,,,,,,,,,.pdf,PAN and GST as mentioned In NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,244835.0,RAJENDER SINGH,24-Nov-2021 04:33 PM,Rejected-Finance,Reject,05-Feb-2022 11:47 AM,AOC
,,,,,,,,,,,.pdf,Undertaking regarding Joint venture is not allowed as mentioned In NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,244119.0,SG Engineers and Consultants,22-Nov-2021 10:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Nov-2021 06:46 PM,AOC
,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned In NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
