Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Feb-2022,"INR 9,095,236",180.0,Parveen Kumar Verma,28-Feb-2022 03:24 PM,53524_1.pdf (379.00 KB),AOC,ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Harnam Singh,Parveen Kumar Verma,25-Nov-2021 09:20 AM,finsummary_80094.pdf (632.13 KB),ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Gopal Singh,Sudhir Kumar Gupta,24-Nov-2021 04:43 PM,24-Nov-2021 04:45 PM,techsummary_80094.pdf (900.82 KB),PWD,2021_PWD_53524_1,SD-III-CB-Tender/ 2021-22-16120-37 dated 03-11-21,"Construction of parking near Raj Bhawan HP.PWD. Sub-Division for different residential accommodation at Barnes Court, Chotta Shimla under Smart City Project. (SH- C/O sub-structure/superstructure and R/Wall).",Technical,Bid opening summary,Sudhir Kumar Gupta,24-Nov-2021 04:40 PM,technical_80094.pdf,1.0,Tender Revocation,revoked due to technical reason,24-Nov-2021 04:34 PM,RevokedCorrizemdum.pdf ,292.88,Technical Opening,1.0,243032.0,Akash Saini,18-Nov-2021 12:35 PM,Rejected-Technical,ok,24-Nov-2021 04:43 PM,1.0,242979.0,Rajinder Sharma,INR,"8,175,020",Finance,Bid opening summary,Parveen Kumar Verma,25-Nov-2021 09:15 AM,finance_80094.pdf,BOQ Comparative Chart,AOC,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),"2,000",Nil,Nil,No,PWD,SD-III-CB-Tender/ 2021-22-16120-37 dated 03-11-21,2021_PWD_53524_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Construction of parking near Raj Bhawan HP.PWD. Sub-Division for different residential accommodation at Barnes Court, Chotta Shimla under Smart City Project. (SH- C/O sub-structure/superstructure and R/Wall).","Construction of parking near Raj Bhawan HP.PWD. Sub-Division for different residential accommodation at Barnes Court, Chotta Shimla under Smart City Project. (SH- C/O sub-structure/ superstructure and R/Wall).",As per bidding documents ,NA ,"90,95,236",Civil Works,NA ,Tender,75.0,180.0,Raj Bhiwan Chotta Shimla,171002.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,"1,85,000",No,fixed,,Nil,Nil,12-Nov-2021 06:00 PM,20-Nov-2021 11:00 AM,12-Nov-2021 06:00 PM,18-Nov-2021 06:00 PM,NA ,NA ,12-Nov-2021 06:00 PM,18-Nov-2021 06:00 PM,24-Nov-2021 04:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,243040.0,AKSHIT THAKUR,17-Nov-2021 08:03 PM,Rejected-AOC,L2,28-Feb-2022 03:24 PM,,,,,,,,,,,,AOC,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,242958.0,Devi Prakash Sharma,18-Nov-2021 12:53 PM,Rejected-AOC,L3,28-Feb-2022 03:24 PM,,,,,,,,,,,,AOC,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,243029.0,HARMANJOT SINGH,18-Nov-2021 02:30 PM,Rejected-AOC,L4,28-Feb-2022 03:24 PM,,,,,,,,,,,,AOC,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,243188.0,Kailash Chand,18-Nov-2021 04:33 PM,Rejected-AOC,L5,28-Feb-2022 03:24 PM,,,,,,,,,,,,AOC,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,242979.0,Rajinder Sharma,18-Nov-2021 01:14 PM,Accepted-AOC,L1,28-Feb-2022 03:24 PM,,,,,,,,,,,,AOC,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,243134.0,Sukh Dev,18-Nov-2021 04:05 PM,Rejected-Technical,ok,24-Nov-2021 04:43 PM,,,,,,,,,,,,AOC,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
