EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,15,000",No,fixed,,Nil,Nil,PWD,SEIX/WS/ETender/5424-28,2021_PWD_54043_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,HPPWD Division Indora,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,1.0,ICICI BANK,Construction of link road from Manwal Jattan to Mandoli Km. 0/000 to 2/800,"Formation cutting, Retaining wall, Breast wall, Cross drianage , Metalling tarring, CC Pavement , PCC drain, Parapets and road furniture including five year maintenance) under NABARD RIDF XXVII",Please refer Tender documents. ,NA ,"2,57,05,533",Civil Works,NA ,Tender,75.0,365.0,INDORA,176401.0,NA ,NA ,NA ,Superintending Engineer 9th Circle HPPWD Nurpur,No ,No,"5,000",Nil,Nil,No,27-Nov-2021 10:00 AM,07-Dec-2021 10:30 AM,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,NA ,NA ,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,23-Dec-2021 11:00 AM,AOC,1.0,247972.0,ANIL MAHAJAN,06-Dec-2021 12:45 PM,Accepted-AOC,AWARDED,18-Feb-2022 02:29 PM,Technical,ALL ARE RESPONSIVE,Baldev Singh,18-Dec-2021 01:43 PM,technical_80962.pdf,Finance,all are admitted,Baldev Singh,18-Feb-2022 02:24 PM,finance_80962.pdf,BOQ Comparative Chart,1.0,247972.0,ANIL MAHAJAN,INR,"17,597,893.98",SUPERINTENDING ENGINEER,Internal,EE(I) EE(D) DAO,Baldev Singh,18-Dec-2021 01:44 PM,23-Dec-2021 11:00 AM,techsummary_80962.pdf (1156.78 KB),PWD,2021_PWD_54043_3,SEIX/WS/ETender/5424-28,Construction of link road from Manwal Jattan to Mandoli Km. 0/000 to 2/800,18-Feb-2022,"INR 17,597,893.98",365.0,Baldev Singh,18-Feb-2022 02:29 PM,AOC.pdf (321.00 KB),AWARDED TO ANIL KUMAR MAHAJAN,SE,Internal,EE EE(D) SUPDT HDM,Baldev Singh,18-Feb-2022 02:26 PM,finsummary_80962.pdf (193.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. online payment receipt,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,247733.0,Dinesh Construction Works,05-Dec-2021 09:01 AM,Rejected-AOC,REJECTED,18-Feb-2022 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. online payment receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,247974.0,Nishchal Mahajan,06-Dec-2021 12:23 PM,Rejected-AOC,REJECTED,18-Feb-2022 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,247695.0,V S SAINI,06-Dec-2021 01:36 PM,Rejected-AOC,REJECTED,18-Feb-2022 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
