Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Public Works Roads Department,2021_PWD_21357_13,CE/APART/39/2021/15,APART/NOCP/ROADS/K-05(Bogibari to Kalangpar Market),"Chief Engineer,PWRD(EAP),Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,24-Dec-2021 04:16 PM,finsummary_33355.pdf (478.07 KB),"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,20-Nov-2021 06:22 PM,22-Nov-2021 02:30 PM,techsummary_33355.pdf (176.10 KB),1,122101,AZMUL HOQUE,02-Sep-2021 10:43 AM,Rejected-Finance,Rejected as L5,24-Dec-2021 04:16 PM,Finance,Financial Bids has been opened,PALLAVI CHAKRAVORTY,22-Nov-2021 05:40 PM,,BOQ Comparative Chart,29-Dec-2021,INR 11111111,270.0,PALLAVI CHAKRAVORTY,14-Feb-2022 05:34 PM,WO_Bogibari.pdf (923.00 KB),1.0,118794.0,Rana Construction and Engineers Pvt. Ltd.,INR,11111111.0,Technical,Technical bids has been opened,PALLAVI CHAKRAVORTY,03-Sep-2021 06:28 PM,,AOC,1.0,Corrigendum 13,Date,,22-Feb-2021 06:30 PM,02-Sep-2021 02:30 PM,22-Feb-2021 06:45 PM,02-Sep-2021 02:00 PM,22-Feb-2021 06:55 PM ,03-Mar-2021 11:00 AM ,22-Feb-2021 06:55 PM,02-Sep-2021 02:00 PM,22-Nov-2021 02:30 PM,APART/NOCP/ROADS/K-05(Bogibari to Kalangpar Market),"Construction of Road from Bogibari to Kalangpar Market and Hahra Revenue Village , Dimoria, Sonapur in Kamrup District (Length-1.330 K.M.)",Please refer Tender documents. ,NA ,"1,48,26,000",Civil Works – Roads,NA ,Tender,90.0,270.0,Kamrup District,782401.0,"O/o The Chief Engineer, PWRD (EAP), Assam ","O/o The Chief Engineer, PWRD (EAP), Assam Fatasil Ambari, Guwahati-781025 ",03-Mar-2021 11:00 AM ,"O/o The Chief Engineer, PWRD (EAP), Assam",No ,No,1.0,BG - Bank Guarantee Irrevocable,1.0,Fee/PreQual/Technical,.pdf,EMD,"Chief Engineer, PWRD (EAP), Assam","O/o The Chief Engineer, PWRD (EAP), Assam","5,000","State Project Director, ARIAS Society",GUWAHATI,No,"2,96,520",No,fixed,,"The Chief Engineer, PWRD (EAP), Assam",GUWAHATI,Public Works Roads Department,CE/APART/39/2021/15,2021_PWD_21357_13,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,2,122038,Ganesh Daimary,02-Sep-2021 01:33 PM,Rejected-Finance,Rejected as L7,24-Dec-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3,121325,kajalkrdas,14-Aug-2021 01:09 PM,Rejected-Finance,Rejected as L3,24-Dec-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4,122085,Kishor Kr. Baruah,01-Sep-2021 10:47 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,5,122073,M/S AGH CONSTRUCTIONS,02-Sep-2021 10:56 AM,Rejected-Finance,Rejected as L4,24-Dec-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,6,121928,M/S G. B. CONSTRUCTION,02-Sep-2021 11:49 AM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,7,122082,M/S. S. S. ENGINEERS,02-Sep-2021 09:21 AM,Rejected-Finance,Rejected as L2,24-Dec-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,8,119733,Mun doley,19-Jul-2021 11:31 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,9,122118,North East Contractors Pvt. Ltd.,02-Sep-2021 12:39 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,10,122075,Pabitra Boro,01-Sep-2021 08:28 PM,Rejected-Finance,Rejected as L8,24-Dec-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
