EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"7,23,000",No,fixed,,Nil,Nil,Construction of Kharota Thathar Soura Gura Nargala Kutt Makrahan Lubh Bhanaie Nichla Kutt to Primary School Samlana road KM. 0/0 TO 11/270 in Tehsil Jawali District Kangra (HP) under Nabard RIDF-XXVII,"Formation cutting, Passing places, Retaining wall, CD work, Granular Sub Base, WBM-II, WBM-III, Tarring work, Side Drain and Parapets KM. 0/0 TO 0/930, 4/915 TO 6/105, 6/150 TO 8/450 AND 10/0 TO 11/270",Please refer Tender documents. ,NA ,"3,61,14,233",Civil Works,NA ,Tender,90.0,365.0,JAWALI,176023.0,NA ,NA ,NA ,HPPWD DIVISION JAWALI,No ,No,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER HPPWD DIVISION JAWALI,PWD,SEIX/WS/E-TENDER/21-22/5429-33 Dt 16.11.21,2021_PWD_54029_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Fee and Earnest Money online,27-Nov-2021 10:00 AM,07-Dec-2021 11:30 AM,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,NA ,NA ,27-Nov-2021 10:00 AM,06-Dec-2021 05:00 PM,22-Dec-2021 11:30 AM,1.0,ICICI BANK,AOC,PWD,2021_PWD_54029_1,SEIX/WS/E-TENDER/21-22/5429-33 Dt 16.11.21,Construction of Kharota Thathar Soura Gura Nargala Kutt Makrahan Lubh Bhanaie Nichla Kutt to Primary School Samlana road KM. 0/0 TO 11/270 in Tehsil Jawali District Kangra (HP) under Nabard RIDF-XXVII,Er. M.P Dhiman S.E 9th Circle Nurpur HPPWD Nurpur,Internal,"EE(D) 9th Circle Nurpur,E.E Jawali,DAO Jawali",Arun Vashisht,17-Dec-2021 10:26 AM,22-Dec-2021 11:30 AM,techsummary_80948.pdf (8580.24 KB),Er. M.P Dhima SE 9th Circle Nurpur,Internal,"EE(D)Nurpur,EE Jawali,DAO jawali",Arun Vashisht,02-Feb-2022 02:47 PM,finsummary_80948.pdf (1159.81 KB),02-Feb-2022,"INR 26,845,130",365.0,Arun Vashisht,02-Feb-2022 02:52 PM,Award.pdf (1509.00 KB),Award,1.0,247717.0,Dinesh Construction Works,05-Dec-2021 08:44 AM,Rejected-AOC,Rejected,02-Feb-2022 02:52 PM,Technical,Summary,Arun Vashisht,17-Dec-2021 10:22 AM,technical_80948.pdf,1.0,248019.0,Ms R.K. Mahajan,INR,"26,845,130",Finance,Proceeding,Arun Vashisht,02-Feb-2022 02:43 PM,finance_80948.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of PAN, Latest ITR,GST, EPF as per Clause 4.4 of ITB",,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,248019.0,Ms R.K. Mahajan,06-Dec-2021 04:16 PM,Accepted-AOC,Accepted,02-Feb-2022 02:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration as per Clause 3 of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,247982.0,rajat thakur govt contractor,06-Dec-2021 02:37 PM,Rejected-AOC,Rejected,02-Feb-2022 02:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover Certificate last five financial years from CA as per clause 4.4 of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,247683.0,Ujjawal Singh,06-Dec-2021 07:34 AM,Rejected-AOC,Rejected,02-Feb-2022 02:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done certificate, one single Similar nature work not less than 40 percent amount put to tender",,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Work in hand as per clause 4.4 of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and plant owned or brought on hire or lease as per clause 4.4B (b) (i) of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Technical staff as per clause 4.4 of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of Bid Document 4.4 B (a) (ii) of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding arbitration litigation cases for the last five years per Clause 4.4 (i) of ITB,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
