Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Supply of essential Covid Drugs,Essential Covid Drugs,Please refer Tender documents. ,NA ,,Medicines,NA ,Tender,120.0,45.0,"MD, AMSCL",781005.0,NA ,NA ,NA ,"Saikia Commercial Complex, Christian Basti, Guwaha",No ,No,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,COVID-DRUGS-2022,2022_NHM_24004_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Not Applicable,No,No,No,"MD, AMSCL, Assam","MD,AMSCL, Assam",11-Jan-2022 12:30 PM,18-Jan-2022 03:00 PM,11-Jan-2022 02:00 PM,18-Jan-2022 02:00 PM,NA ,NA ,14-Jan-2022 02:00 PM,18-Jan-2022 02:00 PM,20-Jan-2022 05:00 PM,1.0,Addendum,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Technical Bids,AOC,08-Feb-2022,INR 8.0E+7,45.0,Manohar Choudhury,08-Feb-2022 02:17 PM,minutesfb.pdf (2111.00 KB),Covid Drugs,1.0,129782.0,Protech Telelinks,INR,6.0,Technical,Minutes of Technical Bids,Manohar Choudhury,20-Jan-2022 04:44 PM,technical_36851.pdf,ED,Internal,"ED, DF, SFM, DSM",Manohar Choudhury,24-Jan-2022 03:00 PM,finsummary_36851.pdf (2111.26 KB),Executive Director,Internal,"ED, DF, SFM, DSM",Manohar Choudhury,20-Jan-2022 04:54 PM,20-Jan-2022 05:00 PM,techsummary_36851.pdf (1805.07 KB),1,129765,ANGLIFESCIENCES INDIA PVT LTD,17-Jan-2022 06:08 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,National Health Mission||State Programme Management Unit - NHM,2022_NHM_24004_1,COVID-DRUGS-2022,Supply of essential Covid Drugs,Finance,OPENED,partha sarathi Das,20-Jan-2022 05:55 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,2.0,129823.0,MARC LABORATORIES LTD.,INR,2.0,,,,,,,,,,,,,,,,,,,2,129900,BDR PHARMACEUTICALS INTL PVT. LTD.,18-Jan-2022 12:20 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,129766,BHARAT PARENTERALS LTD.,17-Jan-2022 12:32 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,129823,MARC LABORATORIES LTD.,18-Jan-2022 01:48 PM,Accepted-AOC,L1 for one items,08-Feb-2022 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,129788,MAXMED LIFE SCIENCES PVT LTD,17-Jan-2022 06:26 PM,Not Admitted-Fee/PreQual/Technical,Others-Request for non consider bid,20-Jan-2022 04:44 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,129876,NOVO MEDI SCIENCES PVT LTD,17-Jan-2022 06:20 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,129782,Protech Telelinks,17-Jan-2022 12:37 PM,Accepted-AOC,L1 for 2 items,08-Feb-2022 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,129794,SAMARTH LIFE SCIENCES PVT. LTD.,17-Jan-2022 01:02 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,130023,SHAMSHREE LIFESCIENCES LIMITED,18-Jan-2022 12:14 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,129897,Supermax Drugs and Pharmaceuticals Pvt Ltd,18-Jan-2022 12:08 PM,Rejected-Finance,No L1 rate,24-Jan-2022 03:00 PM,,,,,,,,,,,AOC
