Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
11-Nov-2021 04:00 PM,17-Nov-2021 11:00 AM,11-Nov-2021 04:30 PM,17-Nov-2021 09:00 AM,NA ,NA ,11-Nov-2021 04:30 PM,17-Nov-2021 09:00 AM,06-Dec-2021 10:00 AM,1.0,ICICI BANK,Job 4 Construction of Bathu to Bathri road Sub Head C.O solid Causeway at RD 0-300 TO 0-350 Under Missing CD,Job 4 Construction of Bathu to Bathri road Sub Head C.O solid Causeway at RD 0-300 TO 0-350 Under Missing CD,Please refer to Bidding Documents ,NA ,"6,21,721",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer Una Division, HPPWD,Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"Executive Engineer, Una Division, HPPWD,Una","Executive Engineer, Una Division, HPPWD,Una","12,500",No,fixed,,Nil,Nil,PWD,Job 4 Construction of Bathu to Bathri road Sub He,2021_PWD_53435_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,AOC,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,06-Dec-2021 05:44 PM,finance_79944.pdf,BOQ Comparative Chart,1.0,242775.0,Chetan Chabba,INR,"762,066",1.0,242776.0,Balbir Singh Govt Contractor,16-Nov-2021 03:27 PM,Rejected-Finance,Not L-1,06-Dec-2021 06:31 PM,Technical,Bids List,Rajesh Kumar,20-Nov-2021 04:47 PM,technical_79944.pdf,PWD,2021_PWD_53435_1,Job 4 Construction of Bathu to Bathri road Sub He,Job 4 Construction of Bathu to Bathri road Sub Head C.O solid Causeway at RD 0-300 TO 0-350 Under Missing CD,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar DAO Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,01-Dec-2021 05:11 PM,06-Dec-2021 10:00 AM,techsummary_79944.pdf (1266.46 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar DAO Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,06-Dec-2021 06:31 PM,finsummary_79944.pdf (460.75 KB),18-Dec-2021,"INR 621,721",30.0,Arvind Chaudhary,25-Feb-2022 04:57 PM,Awardletter.pdf (665.00 KB),Award letter,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,242775.0,Chetan Chabba,16-Nov-2021 12:07 PM,Accepted-AOC,ok,25-Feb-2022 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,242280.0,Jatinder Kumar,16-Nov-2021 03:15 PM,Rejected-Technical,As per Evaluation Bids,01-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,242313.0,RAM MURTI GOVERMENT CONTRACTOR,16-Nov-2021 03:59 PM,Rejected-Technical,As per Evaluation Bids,01-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,242312.0,Rohit Rana,16-Nov-2021 03:34 PM,Rejected-Technical,As per Evaluation Bids,01-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card issued by Income Tax Authorities.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,242785.0,Sikander Mohan,16-Nov-2021 12:27 PM,Rejected-Technical,As per Evaluation Bids,01-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,242402.0,Tilak Raj Govt Contractor,16-Nov-2021 01:41 PM,Rejected-Technical,As per Evaluation Bids,01-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
