Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of Sub-Employment Exchange Building at Baijnath Distt. Kangra (HP),Construction of Sub-Employment Exchange Building at Baijnath Distt. Kangra (HP),Please refer Tender documents. ,NA ,"39,05,696",Civil Works - Buildings,NA ,Tender,120.0,270.0,Baijnath (Kangra),176063.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,HP SIDC Limited,Job No. 4,2021_SIDC_53678_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Nov-2021 11:00 AM,26-Nov-2021 11:00 AM,18-Nov-2021 11:00 AM,25-Nov-2021 05:00 PM,NA ,NA ,18-Nov-2021 11:00 AM,25-Nov-2021 05:00 PM,07-Dec-2021 11:00 AM,"66,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),Executive Engineer,HPSIDC Shimla,"4,600",Nil,Nil,No,1.0,ICICI BANK,AOC,1.0,243215.0,Prem Chand,INR,"4,911,176",13-Jan-2022,"INR 4,911,176",270.0,Sushant Singh Negi,23-Feb-2022 11:41 AM,premchand.pdf (1383.00 KB),Award letter,HP SIDC Limited,2021_SIDC_53678_1,Job No. 4,Construction of Sub-Employment Exchange Building at Baijnath Distt. Kangra (HP),SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,10-Dec-2021 12:47 PM,finsummary_80365.pdf (30.38 KB),Finance,Financial summary,Sushant Singh Negi,10-Dec-2021 12:45 PM,finance_80365.pdf,BOQ Comparative Chart,1.0,244967.0,AMIT KATOCH,25-Nov-2021 10:03 AM,Rejected-Finance,Second lowest bidder,10-Dec-2021 12:47 PM,SE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,06-Dec-2021 03:09 PM,07-Dec-2021 11:00 AM,techsummary_80365.pdf (378.42 KB),Technical,Technical summary,Sushant Singh Negi,06-Dec-2021 03:05 PM,technical_80365.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245303.0,Pawan Kumar,25-Nov-2021 04:48 PM,Rejected-Finance,Third lowest bidder,10-Dec-2021 12:47 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,243215.0,Prem Chand,25-Nov-2021 02:57 PM,Accepted-AOC,AOC,23-Feb-2022 11:41 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,245215.0,sher fibre,25-Nov-2021 02:05 PM,Rejected-Technical,The successfully completed similar type of work done has not submitted as per tender conditions,06-Dec-2021 03:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
