Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,500",Nil,Nil,No,18-Nov-2021 02:00 PM,29-Nov-2021 11:30 AM,18-Nov-2021 02:00 PM,29-Nov-2021 10:00 AM,NA ,NA ,18-Nov-2021 02:00 PM,29-Nov-2021 10:00 AM,06-Dec-2021 02:00 PM,PWD,PWD- Civil-9211-40-Tanda,2021_PWD_53669_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,Construction of Balance work of Bandi Matiari Gallu Kashrer Mumta road Km 0/000 to 3/650 in Distt Kangra (HP),"Providing and laying Soling, wearing and tarring, providing and laying cement concrete pavement, construction of road side drain, construction breast wall, retaining walls and formation cutting between Km 2/500 to 3/600",Please refer Tender documents. ,NA ,"36,53,343",Civil Works - Roads,NA ,Tender,120.0,120.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,1.0,ICICI BANK,"62,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,AOC,1.0,244687.0,Allwin Choudhary,24-Nov-2021 07:03 PM,Accepted-AOC,Award,04-Feb-2022 02:36 PM,Technical,Sum,Suresh Kumar Walia,03-Dec-2021 04:26 PM,technical_80456.pdf,Finance,Sum,Ankit Kumar,13-Dec-2021 12:10 PM,finance_80456.pdf,BOQ Comparative Chart,1.0,244687.0,Allwin Choudhary,INR,"2,999,151",Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,03-Dec-2021 04:33 PM,06-Dec-2021 02:00 PM,techsummary_80456.pdf (248.40 KB),PWD,2021_PWD_53669_5,PWD- Civil-9211-40-Tanda,Construction of Balance work of Bandi Matiari Gallu Kashrer Mumta road Km 0/000 to 3/650 in Distt Kangra (HP),27-Feb-2022,"INR 3,653,343",120.0,Ankit Kumar,04-Feb-2022 02:36 PM,Award.pdf (2386.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,13-Dec-2021 12:12 PM,finsummary_80456.pdf (193.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Contractor registration,AOC,2.0,244527.0,Rahul,28-Nov-2021 10:23 PM,Rejected-Technical,Not Fulfill criteria,03-Dec-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,3.0,244668.0,Rohit,24-Nov-2021 10:20 PM,Rejected-Finance,Lowest 3,13-Dec-2021 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,AOC,4.0,245721.0,Shadil Thakur,28-Nov-2021 07:29 PM,Rejected-Technical,Not fulfill criteria,03-Dec-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,AOC,5.0,245657.0,Sunny Kumar,27-Nov-2021 05:16 PM,Rejected-Technical,Not fulfill criteria,03-Dec-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,AOC,6.0,244679.0,Ujjawal Singh,29-Nov-2021 09:49 AM,Rejected-Finance,Lowest 2,13-Dec-2021 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC,7.0,245334.0,yashpal sharma,25-Nov-2021 06:40 PM,Rejected-Technical,Not fulfill criteria,03-Dec-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
