Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
10-Jul-2021 06:00 PM,22-Jul-2021 11:30 AM,10-Jul-2021 06:00 PM,22-Jul-2021 10:30 AM,NA ,NA ,10-Jul-2021 06:00 PM,22-Jul-2021 10:30 AM,06-Aug-2021 10:30 AM,PWD,C/O link road from Maseh Khad bridge to,2021_PWD_49711_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"13,900",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,C/O link road from Maseh Khad bridge to,Sh P/L M/T in km. 0/0 to 0/600 Under SCSP Head,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,30.0,Barsar,174305.0,NA ,NA ,NA ,HPPWD Barsar,No ,No,1.0,ICICI BANK,1.0,Regarding network error,Date,,AOC,1.0,223502.0,Ashok Kumar,INR,"1,041,142.2",Finance,Attached,Anil Kumar Sharma,06-Aug-2021 02:11 PM,finance_74390.pdf,BOQ Comparative Chart,1.0,223502.0,Ashok Kumar,20-Jul-2021 10:09 PM,Accepted-AOC,l1,01-Feb-2022 07:31 PM,Technical,Attached,Anil Kumar Sharma,05-Aug-2021 02:54 PM,technical_74390.pdf,PWD,2021_PWD_49711_1,C/O link road from Maseh Khad bridge to,C/O link road from Maseh Khad bridge to,Executive Engineer,Internal,"Supdt Gr-II,HDM,DAO",Anil Kumar Sharma,05-Aug-2021 03:11 PM,06-Aug-2021 10:30 AM,techsummary_74390.pdf (207.81 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,01-Feb-2022 07:23 PM,finsummary_74390.pdf (650.72 KB),01-Feb-2022,"INR 1,013,863",30.0,Vivek Sharma,01-Feb-2022 07:31 PM,AwardMaheshKhadAward.pdf (2462.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,2.0,224054.0,Pawangovcont,19-Jul-2021 04:41 PM,Rejected-Technical,Non Responsive,05-Aug-2021 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,223407.0,SUKHVINDER KUMAR,19-Jul-2021 04:15 PM,Rejected-Finance,l2,01-Feb-2022 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN Card",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Bidder should not have more than 2 contracts at a time each of Rs. 100.00 Lakhs or more in,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
