S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Pre- bid letters,Other,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (online/ offline mode) as per NIT,"6,19,103",No,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,28-Oct-2021 05:00 PM,11-Nov-2021 12:30 PM,28-Oct-2021 06:00 PM,11-Nov-2021 11:00 AM,28-Oct-2021 06:00 PM ,11-Nov-2021 11:00 AM ,28-Oct-2021 06:00 PM,11-Nov-2021 11:00 AM,06-Dec-2021 12:55 PM,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV-1/TA/E-tender/ 21-10192-10221 dt 27-10-21,2021_HPIPH_53147_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Providing Separate Water Supply Scheme to PGI SATELLITE CENTRE at Malahat in Tehsil and District UNA, H.P.","SH Providing , Laying jointing and testing of GMSERW / GMS pipe in Rising mains, Supply and Erection of Pumping machinery and Construction of Civil work.",as per NIT  ,NA ,"5,86,60,255",Civil Works,NA ,Tender,120.0,180.0,PGI SATELLITE CENTRE at Malahat,174301.0,Distt Hamirpur Zone  ,Chief Engineer (Hamirpur Zone) Jal Shakti Vibhag Hamirpur (HP) ,08-Nov-2021 11:00 AM ,Executive Engineer Jal Shakti Divn No.1 Una HP,No ,No,1.0,ICICI BANK,"2,500",Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,No,AOC,---,Internal,----,Naresh Dhiman,10-Feb-2022 12:27 PM,finsummary_79475.pdf (735.07 KB),1.0,242114.0,Unipro Techno Infrastructure Pvt Ltd,INR,"50,255,757","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2021_HPIPH_53147_1,No. JSV-1/TA/E-tender/ 21-10192-10221 dt 27-10-21,"Providing Separate Water Supply Scheme to PGI SATELLITE CENTRE at Malahat in Tehsil and District UNA, H.P.",--,Internal,----,Naresh Dhiman,06-Dec-2021 12:53 PM,06-Dec-2021 12:55 PM,techsummary_79475.pdf (1809.30 KB),1.0,241924.0,Kashmirilal Constructions Pvt. Ltd.,10-Nov-2021 03:17 PM,Rejected-AOC,Not found L-1,10-Feb-2022 12:29 PM,Finance,summary,Naresh Dhiman,06-Dec-2021 01:21 PM,finance_79475.pdf,BOQ Comparative Chart,Technical,elgibility proceedings,Naresh Dhiman,06-Dec-2021 12:51 PM,technical_79475.pdf,10-Feb-2022,"INR 50,255,757",180.0,Naresh Dhiman,10-Feb-2022 12:29 PM,PGI.pdf (735.00 KB),AOC,AOC
,,,,,,,,.pdf,Earnest Money (online/ offline mode) as per NIT Exemption is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,242093.0,MS Kamal Dev Sharma,10-Nov-2021 09:01 PM,Rejected-AOC,Not found L-1,10-Feb-2022 12:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt. depatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,241697.0,SS RANA CONSTRUCTION PRIVATE LIMITED,11-Nov-2021 10:29 AM,Rejected-AOC,Not found L-1,10-Feb-2022 12:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"PAN (Permanent Account No.), GST registration and EPF registration (if EPF not registered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,242038.0,Thakur Constructions,10-Nov-2021 07:35 PM,Rejected-AOC,Not found L-1,10-Feb-2022 12:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria. as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,242114.0,Unipro Techno Infrastructure Pvt Ltd,10-Nov-2021 05:12 PM,Accepted-AOC,L-1,10-Feb-2022 12:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6.0,241961.0,Universal Electric Engineers,11-Nov-2021 10:09 AM,Rejected-AOC,Not found L-1,10-Feb-2022 12:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions stipulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Technical bid shall include Make/ model of the proposed pumping machinery along with the characteris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,a) An Average Annual Turnover during the last 3 Years ending 31st March of the previous financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"PAN (Permanent Account No.), GST registration and EPF registration (if EPF not registered )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
