Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Supply of Sodium Hypochlorite Solution and Malathion,Supply of Sodium Hypochlorite Solution and Malathion,Please refer Tender documents. ,NA ,"2,29,00,000",Medicines,NA ,Tender,60.0,30.0,"O/o MD, NHM, Assam",781005.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,1.0,Corrigendum No 2,Date,,National Health Mission||State Programme Management Unit - NHM,139830_Malathin_Sodium_Hypo,2020_NHM_17524_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Technical Bids",1.0,DD - Demand Draft,"MD, NHM, Assam","O/o MD, NHM, Assam",0.0,No,fixed,,Nil,Nil,"20,000","State Health Society, Assam",Guwahati,No,14-May-2020 02:00 PM,23-May-2020 04:00 PM,14-May-2020 02:30 PM,23-May-2020 02:00 PM,NA ,NA ,14-May-2020 03:30 PM,23-May-2020 02:00 PM,04-Jun-2020 02:05 PM,AOC,National Health Mission||State Programme Management Unit - NHM,2020_NHM_17524_1,139830_Malathin_Sodium_Hypo,Supply of Sodium Hypochlorite Solution and Malathion,1,80782,Agam Pharmaceuticals,23-May-2020 01:16 PM,Rejected-Finance,l3,25-Nov-2020 05:15 PM,Technical,Minutes of Meeting,Manohar Choudhury,04-Jun-2020 12:44 PM,technical_26860.pdf,24-Feb-2022,INR 100.0,30.0,partha sarathi Das,24-Feb-2022 04:04 PM,minfb.pdf (980.00 KB),ITEMS,1.0,80742.0,Progressive Enterprises,INR,1.0,Executive Director,Internal,"AMD, DF, FM, DSM, DSM",Manohar Choudhury,04-Jun-2020 12:48 PM,04-Jun-2020 02:05 PM,techsummary_26860.pdf (3935.13 KB),Finance,Financial Bids opened,Manohar Choudhury,02-Nov-2020 02:49 PM,,BOQ Comparative Chart,Executive Director,Internal,"ED, DF, AMD,DSM",Manohar Choudhury,25-Nov-2020 05:15 PM,finsummary_26860.pdf (979.97 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Corrigendum No 2,Technical Bid,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ/Financial Bids,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,80760,Anupam Industrial Corporation,23-May-2020 12:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,2.0,80752.0,Ghanshyam Pharmaceuticals,INR,1.0,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,80723,Darjeeling Gardens Pvt Ltd,23-May-2020 01:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,80752,Ghanshyam Pharmaceuticals,22-May-2020 07:51 PM,Accepted-AOC,L,24-Feb-2022 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,80785,North East Plantations & Commercial Pvt Ltd,23-May-2020 12:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,80746,PK Associates,22-May-2020 07:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,80742,Progressive Enterprises,23-May-2020 12:58 PM,Accepted-AOC,L,24-Feb-2022 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,80375,PROGRESSIVE FERTICHEM PRIVATE LIMITED,23-May-2020 12:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,80701,RICHCON ENGINEERING COMPANY,23-May-2020 01:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2020 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,80766,SHREE BAJRANG TRADING COMPANY,23-May-2020 01:51 PM,Rejected-Finance,L2,25-Nov-2020 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
