Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"1,000",Nil,Nil,No,30-Sep-2021 06:00 PM,07-Oct-2021 11:30 AM,30-Sep-2021 06:00 PM,07-Oct-2021 10:30 AM,NA ,NA ,30-Sep-2021 06:00 PM,07-Oct-2021 10:30 AM,18-Oct-2021 10:30 AM,"73,600",No,fixed,,Nil,Nil,PWD,C/O Helipad at Kohla Tehsil Nadaun Distt. Hamirpur,2021_PWD_52823_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"C/O Helipad at Kohla in Tehsil Nadaun, Distt. Hamirpur",SH C/O RCC protection work for site development alongwith Man Khad Tributary,Please refer Tender documents. ,NA ,"44,02,034",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,AOC,1.0,239799.0,ANKUSH SHARMA GOVT CONTRACTOR,06-Oct-2021 01:30 PM,Rejected-Finance,l3,28-Dec-2021 05:43 PM,Technical,Attached,Vivek Sharma,16-Oct-2021 05:27 PM,technical_78981.pdf,Finance,Attached,Vivek Sharma,28-Dec-2021 05:39 PM,finance_78981.pdf,BOQ Comparative Chart,1.0,239887.0,PAWAN KUMAR RANA,INR,"4,174,590",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,16-Oct-2021 05:37 PM,18-Oct-2021 10:30 AM,techsummary_78981.pdf (995.31 KB),PWD,2021_PWD_52823_1,C/O Helipad at Kohla Tehsil Nadaun Distt. Hamirpur,"C/O Helipad at Kohla in Tehsil Nadaun, Distt. Hamirpur",01-Feb-2022,"INR 4,148,550",30.0,Vivek Sharma,01-Feb-2022 07:06 PM,AwardHelipad.pdf (1587.00 KB),Award letter,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,28-Dec-2021 05:43 PM,finsummary_78981.pdf (558.81 KB),AOC
,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,239895.0,Arvind Kumar,06-Oct-2021 08:31 PM,Rejected-Technical,Rejected,16-Oct-2021 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,239887.0,PAWAN KUMAR RANA,06-Oct-2021 06:51 PM,Accepted-AOC,l1,01-Feb-2022 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,239850.0,RAFEEK MOHAMMAD,06-Oct-2021 05:33 PM,Rejected-Technical,Rejected,16-Oct-2021 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,239797.0,RAJESH KUMAR GOVT CONT.,06-Oct-2021 01:20 PM,Rejected-Finance,l2,28-Dec-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of machinery as per SBD with proof RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
