S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest Money,13-Sep-2021 12:15 PM,24-Sep-2021 11:30 AM,13-Sep-2021 12:15 PM,23-Sep-2021 05:00 PM,13-Sep-2021 12:15 PM ,23-Sep-2021 05:00 PM ,13-Sep-2021 12:15 PM,23-Sep-2021 05:00 PM,25-Oct-2021 05:25 PM,"5,99,360",No,fixed,,EE Hamirpur,Hamirpur,"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Nerwa,Irrigation and Public Health,HP",Tender/NIT/2020-21,2021_HPIPH_52217_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,JS DIVISION HAMIRUR,"2,500",EE Hamirpur,Hamirpur,No,Providing House Hold connection by Ministry of Jal Shakti Har Ghar Nal se Jal for Habitaiton under LWSS Dugha Panjali LWSS Kallar Katochan Kallar Purhotan LWSS Lambloo LWSS Bharin Bhalera LWSS Kangroo Gasora LWSS Bhalla Jamli Mandir and LWSS Thana,Construction of 6 Nos OHSR of 40000 liters each with 10.00 meter staging height C/O underground RCC storage tank 180000 liters capacity at village Chamned 65000 liters capacity at village Panjali and Supply and erection of submersible pumping machi,Construction of 6 Nos OHSR of 40000 liters each with 10.00 meter staging height C/O underground RCC storage tank 180000 liters capacity at village Chamned 65000 liters capacity at village Panjali and Supply and erection of submersible pumping machi ,NA ,"5,66,85,157",Civil Works,NA ,Tender,120.0,365.0,Hamirpur District,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,AOC,Rakesh Thakur,Internal,hdm dao sr dao,Rakesh Kumar Thakur,25-Oct-2021 05:22 PM,25-Oct-2021 05:25 PM,techsummary_78036.pdf (2969.11 KB),1.0,236849.0,Dogra Construction Company Pvt Ltd,23-Sep-2021 09:19 AM,Accepted-AOC,L-1,28-Feb-2022 03:04 PM,28-Feb-2022,"INR 41,026,454",365.0,Rakesh Kumar Thakur,28-Feb-2022 03:04 PM,R.pdf (826.00 KB),AOC,Finance,BOS,Rakesh Kumar Thakur,02-Feb-2022 03:23 PM,finance_78036.pdf,BOQ Comparative Chart,Technical,PROCEEDING,Rakesh Kumar Thakur,25-Oct-2021 05:19 PM,technical_78036.pdf,EE JSV Division Hamirpur,Internal,As per proceeding,Rakesh Kumar Thakur,28-Feb-2022 03:00 PM,finsummary_78036.pdf (1342.00 KB),1.0,235580.0,SS RANA CONSTRUCTION PRIVATE LIMITED,INR,0,"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Nerwa,Irrigation and Public Health,HP",2021_HPIPH_52217_1,Tender/NIT/2020-21,Providing House Hold connection by Ministry of Jal Shakti Har Ghar Nal se Jal for Habitaiton under LWSS Dugha Panjali LWSS Kallar Katochan Kallar Purhotan LWSS Lambloo LWSS Bharin Bhalera LWSS Kangroo Gasora LWSS Bhalla Jamli Mandir and LWSS Thana,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Cost of tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,237424.0,KATIANI CONSTRUCTION,23-Sep-2021 12:32 PM,Accepted-AOC,L-3,28-Feb-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,2.0,236623.0,MS Kamal Dev Sharma,INR,0,,,,,AOC
,,,,.pdf,Copy of Certificate of registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,236623.0,MS Kamal Dev Sharma,19-Sep-2021 01:10 PM,Accepted-AOC,L-5,28-Feb-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,3.0,236849.0,Dogra Construction Company Pvt Ltd,INR,"41,026,454",,,,,AOC
,,,,.pdf,An Average annual financial turnover during last three years ending 31st March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,235580.0,SS RANA CONSTRUCTION PRIVATE LIMITED,23-Sep-2021 04:19 PM,Accepted-AOC,L-2,28-Feb-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,4.0,236957.0,Unipro Techno Infrastructure Pvt Ltd,INR,0,,,,,AOC
,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,236957.0,Unipro Techno Infrastructure Pvt Ltd,21-Sep-2021 12:42 PM,Accepted-AOC,L-4,28-Feb-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,5.0,237424.0,KATIANI CONSTRUCTION,INR,0,,,,,AOC
,,,,.pdf,Scanned copy of Pump Characteristics curves in pdf format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PAN income Tax GST and EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Authorization letter regarding digital signature certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,undertaking as per nit condition 3 iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,undertaking as per NIT condition 3 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Schedule of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
