Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,500",Executive Engineer Flood Prot. Division Gagret,Gagret,No,Providing Multi Villages Piped Water Supply Scheme (Balance work) for Gagret Constituency in Gagret Block and Amb Block in Distt. Una (HP) (UNDER JAL JEEVAN MISSION),"(i) Supply and Errection of Submersible/Centrifugal Pumping Machinery including all accessories (ii) Construction of Pump House, Boundary wall around the Pump house, underground reservoirs and OHSR of various capacity, (iii) Laying, Jointing and test",As per NIT ,NA ,"5,55,66,885",Civil Works,NA ,Tender,120.0,270.0,Gagret,177201.0,Chief Engineer (Hamirpur Zone) JSV Hamirpur ,Chief Engineer (Hamirpur Zone) JSV Hamirpur ,24-Sep-2021 11:00 AM ,Executive Engineer Flood Prot. Division Gagret,No ,No,HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,GGT-UNA01-752 No. 4233-72 dt 14.09.2021,2021_HPIPH_52266_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,14-Sep-2021 05:00 PM,29-Sep-2021 12:30 PM,14-Sep-2021 05:00 PM,29-Sep-2021 11:00 AM,14-Sep-2021 05:00 PM ,29-Sep-2021 11:00 AM ,14-Sep-2021 05:00 PM,29-Sep-2021 11:00 AM,28-Oct-2021 01:15 PM,1.0,Fee/PreQual/Technical,.pdf,Bid security as per NIT condition No 3 (I),"5,88,169",Yes,fixed,,Executive Engineer Flood Prot. Division Gagret,Gagret,Executive Engineer Flood Prot. Division Gagret,Executive Engineer Flood Prot. Division Gagret,1.0,ICICI BANK,AOC,1.0,Corrigendum,See the uploaded document,26-Oct-2021 01:18 PM,Corrigendum-JJM-No-5600-01-dt-26-10-2021.pdf ,3031.73,Technical Opening,Er Sham Kumar Sharma,Internal,See the uploaded document,Parveen Kumar Sharma,18-Feb-2022 03:17 PM,finsummary_78089.pdf (41.39 KB),HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,2021_HPIPH_52266_1,GGT-UNA01-752 No. 4233-72 dt 14.09.2021,Providing Multi Villages Piped Water Supply Scheme (Balance work) for Gagret Constituency in Gagret Block and Amb Block in Distt. Una (HP) (UNDER JAL JEEVAN MISSION),1.0,238640.0,R.G. INDUSTRIES,INR,"46,849,279",1.0,237331.0,Ashwani Kumar Govt Contractor,26-Sep-2021 02:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 01:07 PM,Dr S.K. Sharma CE (HZ),Internal,See the uploaded document,Parveen Kumar Sharma,28-Oct-2021 01:12 PM,28-Oct-2021 01:15 PM,techsummary_78089.pdf (45.53 KB),18-Feb-2022,"INR 46,849,279",270.0,Parveen Kumar Sharma,18-Feb-2022 03:19 PM,Award-RG.pdf (1295.00 KB),See the uploaded document,Technical,See the uploaded document,Parveen Kumar Sharma,28-Oct-2021 01:07 PM,technical_78089.pdf,Finance,See the uploaded document,Parveen Kumar Sharma,28-Oct-2021 02:17 PM,finance_78089.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of bid as per NIT condition No 3 (ii),,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,238671.0,BACHITTAR SINGH AND CO,28-Sep-2021 06:28 PM,Rejected-Finance,Higher amount quoted,18-Feb-2022 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of registration as per NIT condition No 3 (iii),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,238663.0,Deepak Kumar Beetan,28-Sep-2021 05:24 PM,Rejected-Finance,Higher amount quoted,18-Feb-2022 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of EPF as per NIT condition No 3 (iv),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,238679.0,malkiat singh govt cont,28-Sep-2021 07:25 PM,Rejected-Finance,Higher amount quoted,18-Feb-2022 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover of last three year as per NIT condition No 3 (v),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,238640.0,R.G. INDUSTRIES,29-Sep-2021 10:44 AM,Accepted-AOC,Lower amount quoted,18-Feb-2022 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial qualification as per NIT condition No. 3(vi)(a),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6.0,238646.0,Unipro Techno Infrastructure Pvt Ltd,28-Sep-2021 04:46 PM,Rejected-Finance,Higher amount quoted,18-Feb-2022 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature of work as per NIT condition No. 3(vi)(b),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF registration as per NIT condition No. 3 (vii)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, experience certificate as per pre-qualification criteria as per NIT condition No. 3(viii)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter of digital signature certificate as per NIT condition No. 3 (ix),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of undertaking as per NIT condition No. 3 (x),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Make model of the proposed PM alongwith the characteristic curves as per NIT condition No 3 (xi),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
