Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Technical,Technical Opening Summary,Munmun Das,22-Oct-2021 05:22 PM,technical_35267.pdf,1,124175,B P Enterprise,04-Oct-2021 12:43 PM,Accepted-AOC,Empanelled as H2,18-Feb-2022 01:49 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2021_PHED_22889_1,JJMA_03_PROC_2021_5983_89,Empanelment of agencies for Audio Visual and Documentation under JJM,AOC,CE PHE Water Assam,"Hengrabari, Guwahati-36",Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_03_PROC_2021_5983_89,2021_PHED_22889_1,Yes,Open Tender,Empanelment,Services,2.0,No,No,Online,No,No,No,Empanelment of agencies for Audio Visual and Documentation under JJM,Empanelment of agencies for Audio Visual and Documentation under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Miscellaneous Services,NA ,Empanelment,120.0,365.0,All Assam,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,"2,000",Nil,Nil,No,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Admin Cancel Revocation Corrigendum,Admin Cancel Revocation Corrigendum,,1.0,SBI Bank,13-Sep-2021 10:00 AM,05-Oct-2021 03:00 PM,13-Sep-2021 10:00 AM,04-Oct-2021 04:00 PM,NA ,NA ,13-Sep-2021 11:00 AM,04-Oct-2021 04:00 PM,22-Dec-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,AOC
,,,,,2,124058,Insight Brandcom Pvt Ltd,04-Oct-2021 01:50 PM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum for Cancellation,Cancellation of Tender,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,3,124110,M/S PLANET W,04-Oct-2021 12:39 PM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,123978,Now-It,01-Oct-2021 08:20 PM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,123976,OM PRODUCTION,04-Oct-2021 11:40 AM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,124164,PRIYADARSHNI,04-Oct-2021 03:30 PM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,123934,Prodigy Communications And Marketing Pvt. Ltd.,04-Oct-2021 03:21 PM,Accepted-AOC,Empanelled as H1,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,123981,Ra film Studio,01-Oct-2021 09:59 AM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,124003,SHIVAM ENTERTAINMENT,03-Oct-2021 06:40 PM,Accepted-AOC,Empanelled as H3,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,124159,VISHAL FILMS,04-Oct-2021 11:44 AM,Rejected-AOC,Not awarded,18-Feb-2022 01:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
