Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER FORM,"45,000",No,fixed,,Nil,Nil,E E B and R Divn HPPWD ROHRU,E E B and R Divn HPPWD ROHRU,1.0,ICICI BANK,1.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,"1,500",Nil,Nil,No,30-Jun-2021 05:55 PM,07-Jul-2021 11:00 AM,30-Jun-2021 05:55 PM,06-Jul-2021 06:00 PM,NA ,NA ,30-Jun-2021 05:55 PM,06-Jul-2021 06:00 PM,17-Jul-2021 03:55 PM,PWD,PW-RD-GA-T-2500-2599dt8-6-2021,2021_PWD_49256_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/O TKH road km 0/0 to 82/0,(SH- C/O R/wall in PCC 1 3 6 at RD 80/335 to 80/362),Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,90.0,Rohru,171207.0,NA ,NA ,NA ,E E HPPWD ROHRU,No ,No,AOC,PWD,2021_PWD_49256_6,PW-RD-GA-T-2500-2599dt8-6-2021,C/O TKH road km 0/0 to 82/0,PAWAN KUMAR,Internal,"superintendent G-ll, HDM",Duni Chand Chauhan,17-Jul-2021 03:51 PM,17-Jul-2021 03:55 PM,techsummary_73799.pdf (93.15 KB),PAWAN KUMAR,Internal,A E ROHRU,Duni Chand Chauhan,12-Jan-2022 09:56 AM,finsummary_73799.pdf (564.53 KB),21-Feb-2022,"INR 2,544,883",90.0,Duni Chand Chauhan,21-Feb-2022 02:04 PM,Madhu-tkh21-2-22.pdf (250.00 KB),C/O R/wall in PCC1 3 6 RD 80/335 to 80/362,1.0,221474.0,MADHULICA THAKUR,05-Jul-2021 07:41 PM,Accepted-AOC,work completed,21-Feb-2022 02:04 PM,Technical,Bid Opening Summary,Duni Chand Chauhan,17-Jul-2021 03:42 PM,technical_73799.pdf,Finance,Bid Opening Summary,Pawan Kumar Garg,17-Jul-2021 04:27 PM,finance_73799.pdf,BOQ Comparative Chart,1.0,221474.0,MADHULICA THAKUR,INR,"2,544,883",AOC
,,.pdf,EARNEST MONEY,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221475.0,REETA THAKUR,05-Jul-2021 07:55 PM,Rejected-Finance,TENDER AWARDED TO FIRST LOWEST,12-Jan-2022 09:56 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF NUMBER GST NUMBER AND SALES TAX NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,MACHINARY AND TOOLS DETAILS AS GIVEN IN SCHEDULE F FOR CLAUSE 18 OF GENERAL RULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,AFFIDAVIT REGARDING GAZETTE NONGAZET CORRECTNESS OF INFORMATION SUBMITTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,CA/Turnover of Last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"physical submission submit should be compulsory otherwise tender will be rejected, UTR No copy shoul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,the required documents if not found the bidder shall not be Considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
