Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",AMP for the year 2021-22 on Majhwar to Moviseri via Sari Rakhoon road DRRP No.HP0850VR008 (village road),Providing and laying bituminous concrete including profile correction in km 4/0 to 5/0,Please refer Tender documents. ,NA ,"14,87,839",Civil Works,NA ,Tender,75.0,61.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,PWD,MDII-,2021_PWD_53700_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,17-Nov-2021 05:00 PM,26-Nov-2021 11:30 AM,17-Nov-2021 05:00 PM,25-Nov-2021 05:00 PM,NA ,NA ,17-Nov-2021 05:00 PM,25-Nov-2021 05:00 PM,30-Nov-2021 01:00 PM,"29,800",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,500.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,1.0,ICICI BANK,AOC,PWD,2021_PWD_53700_3,MDII-,AMP for the year 2021-22 on Majhwar to Moviseri via Sari Rakhoon road DRRP No.HP0850VR008 (village road),ER S K DHIMAN,Internal,,Suresh Kumar Dhiman,30-Nov-2021 12:50 PM,30-Nov-2021 01:00 PM,techsummary_80400.pdf (637.23 KB),ER S K DHIMAN,Internal,,Suresh Kumar Dhiman,04-Dec-2021 12:41 PM,finsummary_80400.pdf (217.93 KB),18-Feb-2022,"INR 1,561,259.7",61.0,Suresh Kumar Dhiman,18-Feb-2022 10:34 AM,majhwar.pdf (441.00 KB),1.0,245256.0,Hemant Kumar,INR,"1,561,259.7",Finance,Summary,Suresh Kumar Dhiman,04-Dec-2021 12:40 PM,finance_80400.pdf,BOQ Comparative Chart,1.0,245256.0,Hemant Kumar,25-Nov-2021 02:28 PM,Accepted-AOC,L1,18-Feb-2022 10:34 AM,Technical,Summary,Suresh Kumar Dhiman,30-Nov-2021 12:48 PM,technical_80400.pdf,AOC
,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245279.0,PRAKASH CHANDEL,25-Nov-2021 03:30 PM,Rejected-Finance,L2,04-Dec-2021 12:41 PM,,,,,,AOC
,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Form No. 6/8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Annual Turnover certificates from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
