Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,ARC/2016-17/170/Pt.-XXIV/ 9,2021_HFWD_23258_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,"30,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Essential Qualification Criteria as per Bid Document,Superintendent cum Member Secretary,"Office of the Superintendent, Gauhati Medical College Hospital, Guwahati-32","Supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank","Supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati.",Please refer Tender documents. ,NA ,,Consumables (Hospital / Lab),NA ,Tender,365.0,365.0,Guwahati,781032.0,GMCH ,"Office of the Superintendent, Gauhati Medical College Hospital, Guwahati-32  ",11-Nov-2021 11:00 AM ,GMCH,No ,No,"2,000",Nil,Nil,No,29-Oct-2021 05:00 PM,23-Nov-2021 01:00 PM,29-Oct-2021 05:30 PM,22-Nov-2021 12:00 PM,NA ,NA ,17-Nov-2021 02:00 PM,22-Nov-2021 12:00 PM,27-Jan-2022 11:00 AM,1.0,Revised BOQ,BOQ,,1.0,SBI Bank,AOC,Superintendent cumMember Secretary,Internal,Superintendent cumMember Secretary,Dip Dutta Deka,22-Feb-2022 03:19 PM,finsummary_35775.pdf (1889.02 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2021_HFWD_23258_1,ARC/2016-17/170/Pt.-XXIV/ 9,"Supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank",1.0,126562.0,RANJIT PRESS,INR,448.0,Finance,Financial bid has been opened subject to final evaluation,Netra Kamal Borah,27-Jan-2022 02:00 PM,,BOQ Comparative Chart,25-Feb-2022,INR 48110.51,365.0,Dip Dutta Deka,25-Feb-2022 03:55 PM,Bloodbank.pdf (1889.00 KB),Associate Proff of Pathology,Internal,,Dip Dutta Deka,24-Jan-2022 05:16 PM,27-Jan-2022 11:00 AM,techsummary_35775.pdf (5353.61 KB),Technical,Technical bid has opened,Netra Kamal Borah,25-Nov-2021 01:59 PM,,1,126572,AAROGYA PHARMACEUTICALS,20-Nov-2021 08:48 PM,Rejected-Technical,Non Complience of Technical Qualifications,24-Jan-2022 05:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned and signed Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,126569.0,HINDUSTAN SURGICAL AGENCY,INR,19262.88,,,,,,,,,,,,,,,,,,,,,,,,,2,126636,HELIX COMMERCIALS,20-Nov-2021 06:44 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3.0,126570.0,Jyoti Pharmaceuticals,INR,2098.25,,,,,,,,,,,,,,,,,,,,,,,,,3,126569,HINDUSTAN SURGICAL AGENCY,21-Nov-2021 04:52 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4.0,126595.0,NJD TRADERS,INR,2674.84,,,,,,,,,,,,,,,,,,,,,,,,,4,126576,IMPERIAL SURGICALS,20-Nov-2021 05:08 PM,Rejected-Technical,Non Complience of Technical Qualifications,24-Jan-2022 05:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5.0,126634.0,MAA MANASHA PRINTERS,INR,11990.53,,,,,,,,,,,,,,,,,,,,,,,,,5,126570,Jyoti Pharmaceuticals,22-Nov-2021 11:52 AM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6.0,126636.0,HELIX COMMERCIALS,INR,102.66,,,,,,,,,,,,,,,,,,,,,,,,,6,126639,K AND D ENTERPRISE,20-Nov-2021 07:22 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,7.0,126639.0,K AND D ENTERPRISE,INR,10794.45,,,,,,,,,,,,,,,,,,,,,,,,,7,126634,MAA MANASHA PRINTERS,20-Nov-2021 05:58 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,8.0,126690.0,SYSTRONICS,INR,738.9,,,,,,,,,,,,,,,,,,,,,,,,,8,126686,M/S MAHENDRA CHEMICALS,22-Nov-2021 11:22 AM,Rejected-Technical,Non Complience of Technical Qualifications,24-Jan-2022 05:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,126595,NJD TRADERS,20-Nov-2021 09:11 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,126562,RANJIT PRESS,20-Nov-2021 12:52 PM,Accepted-AOC,Awarded,25-Feb-2022 03:55 PM,AOC
