S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,PWD,EE Salooni Letter No. 5212-61 dated 26-08-2021,2021_PWD_52267_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,14-Sep-2021 01:00 PM,22-Sep-2021 11:30 AM,14-Sep-2021 01:00 PM,22-Sep-2021 11:00 AM,NA ,NA ,14-Sep-2021 01:00 PM,22-Sep-2021 11:00 AM,04-Oct-2021 11:45 AM,"58,220",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,Construction of Link Road from Manjeer Bus stand to Manjeer Panchayat Ghar via Sukrethi km 0/0 to 2/720,Formation cutting 2.75/5.00 metre wide jeepable standard road km 1/225 to 2/570 and construction of wire crate for dumping site,Please refer Tender documents. ,NA ,"29,10,589",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,AOC,1.0,237094.0,Akhtar Hussaun,21-Sep-2021 08:29 PM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,Technical,Bid Opening Summary,Deepak Mahajan,29-Sep-2021 06:57 PM,technical_78099.pdf,Finance,Finance bid opening summary,Deepak Mahajan,15-Nov-2021 05:37 PM,finance_78099.pdf,BOQ Comparative Chart,1.0,236974.0,HIMTECH CONSTRUCTION CO,INR,"769,744",Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,29-Sep-2021 07:07 PM,04-Oct-2021 11:45 AM,techsummary_78099.pdf (1026.16 KB),PWD,2021_PWD_52267_2,EE Salooni Letter No. 5212-61 dated 26-08-2021,Construction of Link Road from Manjeer Bus stand to Manjeer Panchayat Ghar via Sukrethi km 0/0 to 2/720,31-Dec-2021,"INR 769,744",90.0,Deepak Mahajan,02-Feb-2022 12:24 PM,AL.pdf (1333.00 KB),Award letter,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,15-Nov-2021 05:43 PM,finsummary_78099.pdf (18.23 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,,,,,,,,,,,,,AOC,2.0,237134.0,Anshul Thakur,22-Sep-2021 10:11 AM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,AOC,3.0,235892.0,Ashiq Mohd,21-Sep-2021 08:41 PM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,AOC,4.0,237090.0,Hamid Mohd,22-Sep-2021 10:38 AM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,AOC,5.0,237019.0,HANS RAJ,21-Sep-2021 04:11 PM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,AOC,6.0,236974.0,HIMTECH CONSTRUCTION CO,21-Sep-2021 01:59 PM,Accepted-AOC,Work Awarded,02-Feb-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect),,,,,,,,,,,,,,,,,,,AOC,7.0,236562.0,Kehar Singh,21-Sep-2021 04:54 PM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery, tools and plants (As per schedule F with reference to clause 18 of GCC).",,,,,,,,,,,,,,,,,,,AOC,8.0,237082.0,MANOJ THAKUR,21-Sep-2021 08:35 PM,Rejected-Technical,Non Responsive,29-Sep-2021 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical Staff.,,,,,,,,,,,,,,,,,,,AOC,9.0,236732.0,Muhamad Yunas,21-Sep-2021 08:49 PM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule 16),,,,,,,,,,,,,,,,,,,AOC,10.0,236921.0,Mukesh Kuamr,22-Sep-2021 10:47 AM,Rejected-Finance,Rejected,15-Nov-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
