Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,prefin,Arvind Lakhanpal,12-Oct-2021 04:23 PM,finance_69439.pdf,BOQ Comparative Chart,1.0,207676.0,SAJEEV KUMAR GOVT.CONTRACTOR,INR,"1,255,507",Technical,Summary,Arvind Lakhanpal,17-Apr-2021 02:39 PM,technical_69439.pdf,1.0,207679.0,ASHWANI KUMAR GOVT. CONTRACTOR,06-Apr-2021 04:48 PM,Rejected-AOC,3.0,12-Oct-2021 04:49 PM,EE,Internal,SUPDT/HDM/DAO,Arvind Lakhanpal,12-Oct-2021 04:29 PM,finsummary_69439.pdf (57.58 KB),12-Oct-2021,"INR 1,255,507",90.0,Arvind Lakhanpal,12-Oct-2021 04:49 PM,SanjeevMarahna.pdf (142.00 KB),AOC,PWD,2021_PWD_46173_1,No.PWD/TDD/GA-TD,C/o link road to village Lower Marahana Km 0/0 to 2/555,EE,Internal,Supdt/AE/HDM,Arvind Lakhanpal,17-Apr-2021 05:52 PM,19-Apr-2021 10:30 AM,techsummary_69439.pdf (881.01 KB),AOC,350.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",02-Apr-2021 09:05 AM,07-Apr-2021 11:00 AM,02-Apr-2021 09:05 AM,07-Apr-2021 10:30 AM,NA ,NA ,02-Apr-2021 09:05 AM,07-Apr-2021 10:30 AM,19-Apr-2021 10:30 AM,C/o link road to village Lower Marahana Km 0/0 to 2/555,C/o R/wall at various RDs and C/o 900mm dia HPC at RD 2/420,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Executive Engineer Tauni Devi Division,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,PWD,No.PWD/TDD/GA-TD,2021_PWD_46173_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,1.0,DD - Demand Draft,"15,000",Yes,fixed,,EE Tauni Devi,Hamirpur,AOC
,,,,,,,,,,,,,,,,2.0,207677.0,MOHINDER PAL GOVT. CONTRACTOR,06-Apr-2021 04:33 PM,Rejected-AOC,2.0,12-Oct-2021 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,207676.0,SAJEEV KUMAR GOVT.CONTRACTOR,06-Apr-2021 05:53 PM,Accepted-AOC,1.0,12-Oct-2021 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,AOC
