Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Directorate of Urban Development||Urban Development - UDDHP||Nagar Panchayat Sarkaghat - UDDHP,No.MC-SKT-Tender/2021-22 -1715-1720 Dt. 05-08-2021,2021_UDDHP_51069_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,18-Aug-2021 11:00 AM,31-Aug-2021 11:30 AM,18-Aug-2021 11:00 AM,31-Aug-2021 10:30 AM,18-Aug-2021 11:00 AM ,31-Aug-2021 09:30 AM ,18-Aug-2021 11:00 AM,31-Aug-2021 10:30 AM,04-Sep-2021 10:30 AM,"6,000",No,fixed,,Executive Officer Municipal Council Sarkaghat,Municipal Council Sarkaghat,500.0,Executive Officer Municipal Council Sarkaghat,Municipal Council SarkaghaCouncil Sarkaghat,No,C/O Check Dam Ward No.5 Kunalag Nallah from near Excise office ward no.5 M.C. Sarkaghat ( SH C/O Rcc check Dam),C/O Check Dam Ward No.5 Kunalag Nallah from near Excise office ward no.5 M.C. Sarkaghat ( SH C/O Rcc check Dam.),Please refer Tender documents. ,NA ,"2,97,149",Civil Works,NA ,Rate Contract,90.0,60.0,Sarkaghat,175024.0,NA ,NA ,NA ,Sarkaghat,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,1.0,DD - Demand Draft,Executive Officer,Executive Officer Municipal Council Sarkaghat,AOC,Rahul Jain Executive Officer MC. Sarkaghat,Internal,Raj Kumar Saini Assistant Engineer Attul Prasher Junior Engineer Daler Singh Junior Assistant,Attul Prasher,06-Sep-2021 10:55 AM,finsummary_76349.pdf (112.86 KB),1.0,233016.0,Vijay Kumar,INR,"463,684",Directorate of Urban Development||Urban Development - UDDHP||Nagar Panchayat Sarkaghat - UDDHP,2021_UDDHP_51069_1,No.MC-SKT-Tender/2021-22 -1715-1720 Dt. 05-08-2021,C/O Check Dam Ward No.5 Kunalag Nallah from near Excise office ward no.5 M.C. Sarkaghat ( SH C/O Rcc check Dam),Rahul Jain Executive Officer MC. Sarkaghat,Internal,Raj Kumar Saini Assistant Engineer Attul Prasher Junior Engineer Daler Singh Junior Assistant,Attul Prasher,03-Sep-2021 12:40 PM,04-Sep-2021 10:30 AM,techsummary_76349.pdf (216.55 KB),1.0,232924.0,ARUN KUMAR,30-Aug-2021 02:44 PM,Rejected-Finance,It is L3 bidder so it is rejected,06-Sep-2021 10:55 AM,06-Sep-2021,"INR 463,684",60.0,Attul Prasher,28-Oct-2021 10:55 AM,ward5dam.pdf (172.00 KB),AOC,Finance,Financial bid Summary,Attul Prasher,06-Sep-2021 10:36 AM,finance_76349.pdf,BOQ Comparative Chart,Technical,office order,Attul Prasher,03-Sep-2021 12:31 PM,technical_76349.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,233046.0,ASHOK KUMAR,31-Aug-2021 08:43 AM,Rejected-Technical,Non-Responsive as EMD and cost of tender not submitted physically,03-Sep-2021 12:40 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 27),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,232625.0,BHAG SINGH,27-Aug-2021 04:34 PM,Rejected-Finance,It is L2 bidder so it is rejected,06-Sep-2021 10:55 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule 21),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,233047.0,surender,31-Aug-2021 09:05 AM,Rejected-Technical,Non-Responsive as EMD and cost of tender not submitted physically,03-Sep-2021 12:40 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate (General Rule 19 28.02b),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,233016.0,Vijay Kumar,30-Aug-2021 09:18 PM,Accepted-AOC,This L1 bidder,28-Oct-2021 10:55 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand (General Rule 19 28.02b),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
