Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,04-Oct-2021 01:06 PM,finsummary_75782.pdf (173.04 KB),08-Oct-2021,"INR 468,785",30.0,Dinesh Kumar Dhiman,08-Oct-2021 06:16 PM,Award-50682-8.pdf (644.00 KB),Award of work issued,PWD,2021_PWD_50682_8,EE Dehra letter No.3182-86 dated 22.07.2021,C/O Link road Kundlihar to Kathog via Panjla in Km. 0/0 to 1/700,EE Dehra,Internal,AE to EE Dehra DAO Dehra Superintendent Dehra HDM Dehra,Dinesh Kumar Dhiman,27-Aug-2021 03:44 PM,28-Aug-2021 10:30 AM,techsummary_75782.pdf (300.09 KB),Finance,Financial bid opening summary,Dinesh Kumar Dhiman,01-Oct-2021 01:03 PM,finance_75782.pdf,BOQ Comparative Chart,1.0,227716.0,individual,INR,"468,785",Technical,opening summary,Dinesh Kumar Dhiman,27-Aug-2021 12:57 PM,technical_75782.pdf,1.0,228108.0,Abhishek,07-Aug-2021 09:20 AM,Rejected-AOC,Rejected being highest bid amount,08-Oct-2021 06:16 PM,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,350.0,Nil,Nil,No,"6,900",No,fixed,,Nil,Nil,PWD,EE Dehra letter No.3182-86 dated 22.07.2021,2021_PWD_50682_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Dehra Division HPPWD Dehra,04-Aug-2021 10:00 AM,10-Aug-2021 11:30 AM,04-Aug-2021 10:00 AM,09-Aug-2021 06:00 PM,04-Aug-2021 10:00 AM ,06-Aug-2021 04:00 PM ,04-Aug-2021 10:00 AM,09-Aug-2021 06:00 PM,28-Aug-2021 10:30 AM,C/O Link road Kundlihar to Kathog via Panjla in Km. 0/0 to 1/700,P/L G-III and Metalling and Tarring at Rd 0/700 to 1/100),Please refer to tender document ,NA ,,Civil Works - Roads,Repair of Road ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227716.0,individual,06-Aug-2021 11:46 AM,Accepted-AOC,Work awarded being lowest bid amount,08-Oct-2021 06:16 PM,AOC,2.0,ICICI NEFT/RTGS,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,228386.0,PARMINDER SINGH RANA,08-Aug-2021 07:32 PM,Rejected-AOC,Rejected being highest bid amount,08-Oct-2021 06:16 PM,AOC,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,227993.0,RAJNI KANT,09-Aug-2021 03:03 PM,Rejected-AOC,Rejected being highest bid amount,08-Oct-2021 06:16 PM,AOC,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Aff showing the name of bid regarding correctness of documents/information furnished with the bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
