Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Attached,Vivek Sharma,06-Aug-2021 04:39 PM,technical_74583.pdf,1.0,223955.0,Anil Thakur,19-Jul-2021 01:51 PM,Rejected-AOC,l3,13-Oct-2021 04:41 PM,1.0,223940.0,MSC Roads and Bridges Private Limited,INR,"29,860,000",Finance,Attached,Vivek Sharma,16-Aug-2021 05:51 PM,finance_74583.pdf,BOQ Comparative Chart,13-Oct-2021,"INR 29,756,988",365.0,Vivek Sharma,13-Oct-2021 04:41 PM,AwardSukkarKhad.pdf (1609.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSupdtABAEtoEE,Vivek Sharma,16-Aug-2021 05:57 PM,finsummary_74583.pdf (848.40 KB),EE Hamirpur,Internal,SupdtHDMSupdtABAEtoEE,Vivek Sharma,06-Aug-2021 04:46 PM,10-Aug-2021 03:30 PM,techsummary_74583.pdf (1725.84 KB),PWD,2021_PWD_49845_1,C/O Bridge Sukkar Khad to connect village Khatwin,Construction of Bridge over Sukkar Khad to connect village Khatwin,AOC,Construction of Bridge over Sukkar Khad to connect village Khatwin,SH C/O RCC T-beam Bridge 80.821 mtr. Span at RD 2/435 Under SCSP Head,Please refer Tender documents. ,NA ,"3,51,44,222",Civil Works - Bridges,NA ,Tender,60.0,365.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,14-Jul-2021 09:00 AM,23-Jul-2021 11:30 AM,14-Jul-2021 09:00 AM,23-Jul-2021 10:30 AM,NA ,NA ,14-Jul-2021 09:00 AM,23-Jul-2021 10:30 AM,10-Aug-2021 03:30 PM,"5,000",Nil,Nil,No,PWD,C/O Bridge Sukkar Khad to connect village Khatwin,2021_PWD_49845_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,ICICI BANK,"3,84,000",No,fixed,,Nil,Nil,AOC
,,,,,2.0,224176.0,ASHOK KUMAR THAKUR GOVT CONTRACTOR,22-Jul-2021 09:27 PM,Rejected-AOC,l2,13-Oct-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per General rules and direction-26.2(b),,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,3.0,224643.0,Kuldeep Chand Rana,22-Jul-2021 03:45 PM,Rejected-AOC,l5,13-Oct-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand/work done detail counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,AOC
,,,,,4.0,223940.0,MSC Roads and Bridges Private Limited,22-Jul-2021 07:25 PM,Accepted-AOC,l1,13-Oct-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,AOC
,,,,,5.0,224590.0,M.S JAGDISH CHAND GUPTA,22-Jul-2021 07:04 PM,Rejected-AOC,l4,13-Oct-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,AOC
,,,,,6.0,224710.0,M/S STRIKER & BROS,22-Jul-2021 04:42 PM,Rejected-AOC,l6,13-Oct-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Turn Over of last five year,,,,,,,,,,,AOC
