S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,08-Apr-2021 05:00 PM,16-Apr-2021 11:00 AM,08-Apr-2021 05:00 PM,13-Apr-2021 05:00 PM,NA ,NA ,08-Apr-2021 05:00 PM,13-Apr-2021 05:00 PM,19-Apr-2021 03:05 PM,Periodic Maintenance Nanan Dhadahu Haripurdhar Kupvi (MDR) road Km. 110/500 to 132/00,"P/L Renewal coat, between Km. 110/500 to 115/00 with bituminous Macadam and Grading III for correction layer",Please refer Tender documents. ,NA ,"57,37,127",Civil Works - Roads,NA ,Tender,120.0,60.0,CHOUPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,PWD,PW_CHD_CBE9/2020-19-68 dt 08-04-2021,2021_PWD_46360_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"90,000",No,fixed,,EE CHOPAL,CHOPAL,"2,000",EE CHOPAL,CHOPAL,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),EE CHOPAL,HPPWD CHOPAL,AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,J.C. Kango,19-Apr-2021 03:02 PM,19-Apr-2021 03:05 PM,techsummary_69711.pdf (224.83 KB),PWD,2021_PWD_46360_1,PW_CHD_CBE9/2020-19-68 dt 08-04-2021,Periodic Maintenance Nanan Dhadahu Haripurdhar Kupvi (MDR) road Km. 110/500 to 132/00,27-Oct-2021,"INR 6,331,589",60.0,Ajay Gazta,27-Oct-2021 04:23 PM,AOC.pdf (53.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Ajay Gazta,27-Oct-2021 04:20 PM,finsummary_69711.pdf (40.38 KB),Finance,Bid Opening Summary,Ajay Gazta,27-Oct-2021 04:16 PM,finance_69711.pdf,BOQ Comparative Chart,1.0,208209.0,Uttej Rathour,INR,"6,331,589",1.0,208214.0,Lok Pal Rathour,13-Apr-2021 03:47 PM,Rejected-AOC,Rejected,27-Oct-2021 04:23 PM,Technical,Bid Opening Summary,J.C. Kango,19-Apr-2021 02:57 PM,technical_69711.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,208209.0,Uttej Rathour,13-Apr-2021 03:38 PM,Accepted-AOC,Accepted,27-Oct-2021 04:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
