S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,137879.0,M/s Kamala Enterprises,INR,"1,878,253",Finance,Bid opening summary,Manish Sehgal,27-Oct-2021 01:11 PM,finance_47310.pdf,BOQ Comparative Chart,Technical,Summary,Manish Sehgal,05-Dec-2019 01:20 PM,technical_47310.pdf,1.0,137879.0,M/s Kamala Enterprises,28-Nov-2019 04:24 PM,Accepted-AOC,Bidder Rank-L1,27-Oct-2021 01:22 PM,27-Oct-2021,"INR 1,951,741.87",90.0,Manish Sehgal,27-Oct-2021 01:22 PM,AOC.pdf (1022.00 KB),AOC,Sh Manish Sehgal,Internal,,Manish Sehgal,27-Oct-2021 01:15 PM,finsummary_47310.pdf (470.71 KB),EE Manish Sehgal,Internal,"Er Vijay Verma AE Bhawarna, Sh. Rajesh Sood Sr DAO, Sh Harjeet Singh Supdt, Sh Pawan Kumar HDM",Manish Sehgal,05-Dec-2019 01:22 PM,05-Dec-2019 01:25 PM,techsummary_47310.pdf (1227.87 KB),PWD,2019_PWD_32837_2,3374-3433 HPPWD Bhawarna,Providing and laying Annual Surface on link road from Panyali to Tapehar under AMP 2019-20,AOC,Providing and laying Annual Surface on link road from Panyali to Tapehar under AMP 2019-20,Providing and laying Tack coat and Bituminous Concrete in Km. 2/0 to 4/0).,Please refer Tender documents. ,NA ,"13,49,643",Civil Works - Roads,NA ,Tender,120.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,Bhawarna,No ,No,23-Nov-2019 11:00 AM,29-Nov-2019 11:30 AM,23-Nov-2019 11:05 AM,29-Nov-2019 11:00 AM,NA ,NA ,23-Nov-2019 11:10 AM,29-Nov-2019 11:00 AM,05-Dec-2019 01:25 PM,1.0,DD - Demand Draft,PWD,3374-3433 HPPWD Bhawarna,2019_PWD_32837_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document in shape of D.D. as per SBD.,Executive Engineer,HPPWD Division Bhawarna,500.0,EE Bhawarna,EE Bhawarna,No,"27,000",No,fixed,,EE Bhawarna,EE Bhawarna,AOC
,,,,,,,,,,,,,,,,2.0,137840.0,Sanjeev,27-Nov-2019 09:25 PM,Rejected-AOC,Bidder Rank-L2,27-Oct-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,AOC
