Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Online detail of payment receipt,06-Sep-2021 03:30 PM,21-Sep-2021 11:30 AM,06-Sep-2021 04:00 PM,20-Sep-2021 05:00 PM,NA ,NA ,06-Sep-2021 04:00 PM,20-Sep-2021 05:00 PM,05-Oct-2021 11:00 AM,"15,000",Nil,Nil,No,1.0,Corrigendum,Date,,Executive Engineer,"Executive Engineer, HP.PWD Division Jaisinghpur","60,53,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement and strengthening of Alampur Harsipattan road Km 0/0 to 26/240 in Distt Kangra Himachal Pradesh,"Formation cutting intermidiate standard, C/o Retaining wall, Cross drainage, P/L GSB, Metalling and tarring, Cement concrete pavement, C/o Road side PCC drain, Parapet, road side furniture etcetra) under Central Road and Infrastructure Fund ( CRIF)",Please refer Tender documents. ,NA ,"30,26,41,689",Civil Works - Roads,NA ,Tender,75.0,605.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,PWD,Improvement and strengthening of Alampur Harsipat,2021_PWD_51989_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,234913.0,DCC BUILDCON PVT. LTD.,20-Sep-2021 02:11 PM,Rejected-Technical,Non Responsive as per Cl 4.5.3(b),29-Sep-2021 02:07 PM,Technical,Summary,R.K Dhiman,29-Sep-2021 01:56 PM,technical_77692.pdf,Finance,Summary,R.K Dhiman,07-Oct-2021 01:07 PM,finance_77692.pdf,BOQ Comparative Chart,1.0,236582.0,G.P.ACHARYA,INR,"235,930,132",Chief Engineer (KZ),Internal,"Chief Engineer (KZ), SE (D) (KZ), SE Palampur, Deputy controller (F and A) (KZ), Executive Engineer Jaisinghpur",R.K Dhiman,29-Sep-2021 02:07 PM,05-Oct-2021 11:00 AM,techsummary_77692.pdf (838.81 KB),PWD,2021_PWD_51989_1,Improvement and strengthening of Alampur Harsipat,Improvement and strengthening of Alampur Harsipattan road Km 0/0 to 26/240 in Distt Kangra Himachal Pradesh,18-Oct-2021,"INR 302,641,689",605.0,R.K Dhiman,27-Oct-2021 01:38 PM,Award.pdf (313.00 KB),Award,Chief Engineer,Internal,"Chief Engineer, Deputy Controller, Superintending Engineer 5th circle, Executive Engineer Jaisinghpur",R.K Dhiman,07-Oct-2021 01:39 PM,finsummary_77692.pdf (337.07 KB),AOC
,,.pdf,Copy of Registration/construction as per ITB CI 4.3(a),,,,,,,,,,,,,,2.0,Corrigendum,Financial Bid,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,236221.0,Dinesh Kumar Sharma Const. (P) Ltd,20-Sep-2021 09:12 AM,Rejected-Technical,Non Responsive as per Cl 4.5.3(b),29-Sep-2021 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,General Experience as per ITB Cl 4.5.3 (a) (certified by charted accountant for last 5 years),,,,,,,,,,,,,,3.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,236582.0,G.P.ACHARYA,20-Sep-2021 02:30 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,27-Oct-2021 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,General Experience as per ITB Cl 4.5.3 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,236565.0,M.S JAGDISH CHAND GUPTA,20-Sep-2021 02:51 PM,Rejected-AOC,Rejected due to higher rates bidder L4,27-Oct-2021 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Credit Facilities as per ITB Cl 4.5.6 as per sample format.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,236239.0,M/s Satish Kumar Sharma,20-Sep-2021 12:57 PM,Rejected-AOC,Rejected due to higher rates bidder L2,27-Oct-2021 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,personnel capabilities as per ITB Cl 4.5.4) and Equipment capabilities as per Cl 4.5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,234577.0,S.S.Chauhans Construction Private Limted,20-Sep-2021 03:01 PM,Rejected-AOC,Rejected due to higher rates bidder L3,27-Oct-2021 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Undertaking as per ITB Cl 4.3 (h), (i), (j), (k), (l)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking as per ITB Cl 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Copy of EPF, GST and PAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Additional Documents, if bidder would like to submit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
