EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"17,500",No,fixed,,EE CHOPAL,CHOPAL,C/o Road from Chilla Chapandli to Harijan Basti Kumarla in G.P Thana Km. 0/0 to 1/00,Formation Cutting P/L Cross Drainage works and P/L Soling between Km. 0/0 to 1/0 ) Under SSCCP,Please refer Tender documents. ,NA ,"8,73,239",Civil Works - Roads,NA ,Tender,120.0,60.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),EE CHOPAL,HPPWD CHOPAL,PWD,PW_CHD_CBE9/2020-2484-2534 dt 09-07-2020,2020_PWD_38820_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE CHOPAL,CHOPAL,No,10-Jul-2020 04:00 PM,18-Jul-2020 11:00 AM,10-Jul-2020 04:00 PM,16-Jul-2020 05:00 PM,NA ,NA ,10-Jul-2020 04:00 PM,16-Jul-2020 05:00 PM,27-Jul-2020 02:50 PM,AOC,1.0,167858.0,HPPWD,16-Jul-2020 01:32 PM,Rejected-Technical,Non Responsive,27-Jul-2020 02:47 PM,Technical,Bid Opening Summary,Yogesh Sharma,27-Jul-2020 02:36 PM,technical_57316.pdf,Finance,Bid Opening Summary,Ajay Gazta,27-Oct-2021 12:56 PM,finance_57316.pdf,BOQ Comparative Chart,1.0,167864.0,Kapil Dev Sharma,INR,"1,068,479",PWD,2020_PWD_38820_1,PW_CHD_CBE9/2020-2484-2534 dt 09-07-2020,C/o Road from Chilla Chapandli to Harijan Basti Kumarla in G.P Thana Km. 0/0 to 1/00,Er JC Kanungo,Internal,Er JC Kanungo,Yogesh Sharma,27-Jul-2020 02:46 PM,27-Jul-2020 02:50 PM,techsummary_57316.pdf (220.34 KB),Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Ajay Gazta,27-Oct-2021 01:03 PM,finsummary_57316.pdf (41.54 KB),27-Oct-2021,"INR 1,068,479",60.0,Ajay Gazta,27-Oct-2021 01:12 PM,AOC.pdf (66.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,167885.0,HP PWD,16-Jul-2020 03:34 PM,Rejected-AOC,Rejected,27-Oct-2021 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,167864.0,Kapil Dev Sharma,16-Jul-2020 02:05 PM,Accepted-AOC,Accepted,27-Oct-2021 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,167853.0,rajinder,16-Jul-2020 01:01 PM,Rejected-Technical,Non Responsive,27-Jul-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,167831.0,ramlal barsanta,16-Jul-2020 03:56 PM,Rejected-Technical,Non Responsive,27-Jul-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,167834.0,vinod bhota,16-Jul-2020 12:24 PM,Rejected-Technical,Non Responsive,27-Jul-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
