Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
R/R Damages on vrious road under Chopal Division,Bituminous concrete bituminous macadam Grading III for correction layer,Please refer Tender documents.  ,NA ,,Civil Works - Roads,NA ,Tender,120.0,60.0,CHOUPAL,171211.0,NA ,NA ,NA ,EE CHOPAL,No ,No,1.0,DD - Demand Draft,PWD,PW_CHD_CBE9/2020-12171-12270 dt 24-02-2021,2021_PWD_45792_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE CHOPAL,HPPWD CHOPAL,500.0,EE CHOPAL,CHOPAL,No,20-Mar-2021 04:00 PM,26-Mar-2021 11:00 AM,20-Mar-2021 04:00 PM,25-Mar-2021 04:00 PM,NA ,NA ,20-Mar-2021 04:00 PM,25-Mar-2021 04:00 PM,17-Apr-2021 02:10 PM,"36,000",No,fixed,,EE CHOPAL,CHOPAL,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,1.0,205701.0,Lok Pal Rathour,24-Mar-2021 02:05 PM,Rejected-AOC,Rejected,27-Oct-2021 03:21 PM,Technical,Bid Opening Summary,Ajay Gazta,17-Apr-2021 02:02 PM,technical_68943.pdf,1.0,205737.0,Uttej Rathour,INR,"3,072,810",Finance,Bid Opening Summary,Ajay Gazta,27-Oct-2021 03:15 PM,finance_68943.pdf,BOQ Comparative Chart,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Ajay Gazta,17-Apr-2021 02:04 PM,17-Apr-2021 02:10 PM,techsummary_68943.pdf (212.74 KB),PWD,2021_PWD_45792_1,PW_CHD_CBE9/2020-12171-12270 dt 24-02-2021,R/R Damages on vrious road under Chopal Division,27-Oct-2021,"INR 3,072,810",60.0,Ajay Gazta,27-Oct-2021 03:21 PM,AOC.pdf (104.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Ajay Gazta,27-Oct-2021 03:20 PM,finsummary_68943.pdf (41.17 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,2.0,205737.0,Uttej Rathour,24-Mar-2021 03:20 PM,Accepted-AOC,Accepted,27-Oct-2021 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
