Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"5,000",EE CHOPAL,CHOPAL,No,PWD,PW_CHD_CBE9/2020-7044-7094 dt 14-10-2020,2020_PWD_41726_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"3,87,000",No,fixed,,EE CHOPAL,CHOPAL,"Construction of road from Khillar, Madaha Badroli Gajtari km 0/0 to 6/0","Formation Cutting, R/Wall and B/Wall, Cross Drainage work, , Providing essential Stone soling, road side unlined drain, Essential Parapets,Dumping Structure and P/F sign board, Km Stone etc. in Km 0/0 to 6/0 UNDER NABARD",Please refer Tender documents. ,NA ,"3,54,02,566",Civil Works - Roads,NA ,Tender,180.0,90.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,EE CHOPAL,HPPWD CHOPAL,1.0,DD - Demand Draft,1.0,Other,Other,,17-Oct-2020 05:00 PM,17-Nov-2020 11:00 AM,17-Oct-2020 05:00 PM,13-Nov-2020 05:00 PM,NA ,NA ,17-Oct-2020 05:00 PM,13-Nov-2020 05:00 PM,24-Nov-2020 10:40 AM,AOC,Finance,Bid Opening Summary,J.C. Kango,30-Oct-2021 11:37 AM,finance_61617.pdf,BOQ Comparative Chart,1.0,185983.0,Ajay Rathore,INR,"14,790,276",1.0,185983.0,Ajay Rathore,12-Nov-2020 12:47 PM,Accepted-AOC,Accepted,30-Oct-2021 11:46 AM,Technical,Bid Opening Summary,Yogesh Sharma,23-Nov-2020 01:35 PM,technical_61617.pdf,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,24-Nov-2020 10:35 AM,24-Nov-2020 10:40 AM,techsummary_61617.pdf (1048.32 KB),PWD,2020_PWD_41726_1,PW_CHD_CBE9/2020-7044-7094 dt 14-10-2020,"Construction of road from Khillar, Madaha Badroli Gajtari km 0/0 to 6/0",30-Oct-2021,"INR 14,790,276",90.0,J.C. Kango,30-Oct-2021 11:46 AM,AOC.pdf (43.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,J.C. Kango,30-Oct-2021 11:42 AM,finsummary_61617.pdf (52.58 KB),AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,186267.0,HET RAM,12-Nov-2020 04:19 PM,Rejected-AOC,Rejected,30-Oct-2021 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,186562.0,M/s Lakshay Construction,13-Nov-2020 03:16 PM,Rejected-AOC,Rejected,30-Oct-2021 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,186581.0,Ram Lal Contractor,13-Nov-2020 04:11 PM,Rejected-Technical,Non Responsive,24-Nov-2020 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,186556.0,Trilok Singh Rathour,13-Nov-2020 02:22 PM,Rejected-AOC,Rejected,30-Oct-2021 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,186539.0,Uttej Rathour,13-Nov-2020 02:32 PM,Rejected-AOC,Rejected,30-Oct-2021 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,186312.0,VINOD THAKURGOVT. CONT.,13-Nov-2020 02:08 PM,Rejected-AOC,Rejected,30-Oct-2021 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,186579.0,Yashwant Singh Diwan,13-Nov-2020 04:54 PM,Rejected-Technical,Non Responsive,24-Nov-2020 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity/ C.A. Annual Report As Per General Rules 28.2a And 28.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
