Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tezpur Medical College and Hospital-HFWD,2021_HFWD_23032_1,"SMET/TMC/NIT/792/2017/5301, dtd. 22/09/2021",Annual Job Contract of Security Services in the Premises of TMCH,1,124352,All Assam Manchurian Kungfu Security Agency,06-Oct-2021 11:36 PM,Not Admitted-Finance,Not qualified for AOC,29-Oct-2021 05:03 PM,1.0,124373.0,saraighat security and services,INR,61614.15,Dr P Sarmah,Internal,Dr N K Gogoi Dr Arijit Dutta Sh Pranab Das,Pankaj Das,29-Oct-2021 05:11 PM,finsummary_35447.pdf (1164.77 KB),Finance,Financial Minutes enclosed,Pankaj Das,29-Oct-2021 05:03 PM,finance_35447.pdf,BOQ Comparative Chart,01-Nov-2021,INR 61614.15,365.0,Pankaj Das,29-Oct-2021 05:15 PM,aoc.pdf (1301.00 KB),details in AOC,Dr P Sarmah,Internal,Dr N K Gogoi Dr Arijit Dutta Sh Pranab Das,Pankaj Das,28-Oct-2021 12:21 PM,28-Oct-2021 12:30 PM,techsummary_35447.pdf (1164.76 KB),Technical,Technical evaluation committee minutes enclosed,Pankaj Das,28-Oct-2021 12:11 PM,technical_35447.pdf,AOC,Annual Job Contract of Security Services in the Premises of TMCH,Manpower supply for Security Services,Please refer Tender documents. ,NA ,0.0,Manpower Supply,NA ,Tender,90.0,365.0,Tezpur Medical College,784010.0,NA ,NA ,NA ,Tezpur Medical College,No ,No,1.0,Fee/PreQual/Technical,.pdf,tender documents,"2,00,000",Yes,fixed,,"Member Secretary, SMET",Tezpur,1.0,DD - Demand Draft,"5,000","Member Secretary, SMET",Tezpur,No,Principal cum Chief Superintendent,"Tezpur Medical College, Bihaguri, Tezpur, Assam",Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tezpur Medical College and Hospital-HFWD,"SMET/TMC/NIT/792/2017/5301, dtd. 22/09/2021",2021_HFWD_23032_1,Yes,Open Tender,Supply,Services,2.0,No,No,Offline,No,No,No,24-Sep-2021 10:00 AM,08-Oct-2021 02:30 PM,24-Sep-2021 10:05 AM,08-Oct-2021 01:00 PM,NA ,NA ,29-Sep-2021 01:00 PM,08-Oct-2021 01:00 PM,28-Oct-2021 12:30 PM,AOC
,,,,2,124384,BISHNU PRASHAD BORAH,07-Oct-2021 05:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,other documents,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,124398,Dolphin Security and Advertising,07-Oct-2021 08:38 PM,Not Admitted-Finance,Not qualified for AOC,29-Oct-2021 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,124246,Ex-Servicemen Welfare Training & Security Service,07-Oct-2021 10:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,124380,North Eastern Security Service (NESS) Pvt. Ltd.,07-Oct-2021 04:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,124373,saraighat security and services,08-Oct-2021 12:46 PM,Accepted-AOC,Lowest bidder,29-Oct-2021 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,124392,SUN SECURITY SERVICES,08-Oct-2021 12:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,124332,TRISHUL SECURITY AND SERVICES AGENCY,06-Oct-2021 12:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,124388,VANGUARD SECURITY SERVICES & SYSTEMS,08-Oct-2021 11:24 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2021 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,124228,Veteran Security Service,07-Oct-2021 12:37 PM,Not Admitted-Finance,Not qualified for AOC,29-Oct-2021 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
