Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
Finance,Summary attached,Virender Singh Guleria,03-Sep-2021 11:34 AM,finance_76124.pdf,BOQ Comparative Chart,1.0,229149.0,RAKESH KUMAR,INR,"577,435",Technical,Summary attached,Virender Singh Guleria,27-Aug-2021 05:37 PM,technical_76124.pdf,1.0,229458.0,AAR ESS Surgical,12-Aug-2021 10:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Aug-2021 05:37 PM,30-Oct-2021,"INR 577,435",90.0,Virender Singh Guleria,30-Oct-2021 02:14 PM,A.L..PDF (1047.00 KB),Award letter attached,"Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Virender Singh Guleria,03-Sep-2021 11:37 AM,finsummary_76124.pdf (752.61 KB),"Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt. HDM, DAO, A.E.Bhoranj Sub Division",Virender Singh Guleria,27-Aug-2021 05:39 PM,31-Aug-2021 11:30 AM,techsummary_76124.pdf (1011.79 KB),PWD,2021_PWD_50910_1,C/O link road to village Balh Bagh km. 0/0 to 1/0,C.O link road to village Balh Bagh km. 0.0 to 1.0 SH C.O R.wall from RD 0.062 to 0.070 and 0.070 to 0.078.,AOC,07-Aug-2021 05:15 PM,13-Aug-2021 11:30 AM,07-Aug-2021 05:15 PM,13-Aug-2021 10:30 AM,NA ,NA ,07-Aug-2021 05:15 PM,13-Aug-2021 10:30 AM,31-Aug-2021 11:30 AM,PWD,C/O link road to village Balh Bagh km. 0/0 to 1/0,2021_PWD_50910_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,Yes,C.O link road to village Balh Bagh km. 0.0 to 1.0 SH C.O R.wall from RD 0.062 to 0.070 and 0.070 to 0.078.,C.O link road to village Balh Bagh km. 0.0 to 1.0 SH C.O R.wall from RD 0.062 to 0.070 and 0.070 to 0.078.,Please refer Tender documents. ,NA ,"7,79,268",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,"16,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",AOC
,,,,,,,,,,,,,,,,2.0,229302.0,ashok Thakur,12-Aug-2021 02:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Aug-2021 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,3.0,229149.0,RAKESH KUMAR,11-Aug-2021 10:00 PM,Accepted-AOC,Accept,30-Oct-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,229444.0,VIRENDER KUMAR,12-Aug-2021 12:01 AM,Rejected-AOC,Accept,30-Oct-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,AOC
