Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,PWD,C/O link road from Maseh Khad bridge to Harizan Ba,2021_PWD_49710_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Regarding network error,Date,,"10,600",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,10-Jul-2021 06:00 PM,22-Jul-2021 11:30 AM,10-Jul-2021 06:00 PM,22-Jul-2021 10:30 AM,NA ,NA ,10-Jul-2021 06:00 PM,22-Jul-2021 10:30 AM,06-Aug-2021 10:30 AM,1.0,ICICI BANK,C/O link road from Maseh Khad bridge to Harizan Basti Mowlaghat,SHP/L GSB.W.MM and M/T 0/975 to 1/250 and C/O Hume pipe culvert,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,HPPWD Barsar,No ,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,AOC,1.0,223501.0,Ashok Kumar,20-Jul-2021 10:51 PM,Accepted-AOC,L1L2,16-Oct-2021 02:28 PM,Technical,Attached,Anil Kumar Sharma,05-Aug-2021 04:42 PM,technical_74389.pdf,1.0,223501.0,Ashok Kumar,INR,"763,324.6",Finance,Attached,Anil Kumar Sharma,06-Aug-2021 02:09 PM,finance_74389.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Supdt G-II,HDM,DAO",Anil Kumar Sharma,05-Aug-2021 04:45 PM,06-Aug-2021 10:30 AM,techsummary_74389.pdf (552.54 KB),PWD,2021_PWD_49710_1,C/O link road from Maseh Khad bridge to Harizan Ba,C/O link road from Maseh Khad bridge to Harizan Basti Mowlaghat,16-Oct-2021,"INR 758,040",90.0,Vinod Kanwar,16-Oct-2021 02:28 PM,AOCAshokKuamr.pdf (1381.00 KB),Attached,Executive Engineer,Internal,"Supdt,HDM,DAO",Vinod Kanwar,16-Oct-2021 02:26 PM,finsummary_74389.pdf (378.38 KB),AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,2.0,223524.0,Pawangovcont,19-Jul-2021 04:12 PM,Rejected-Technical,Non Responsve,05-Aug-2021 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,223495.0,SUKHVINDER KUMAR,19-Jul-2021 04:09 PM,Rejected-AOC,L1L2,16-Oct-2021 02:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Bidder should not have more than 2 contracts at a time each of Rs. 100.00 Lakhs or more in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
